20240630-23:56:11 - ---------------------------------------------------------------------------
20240630-23:56:12 - 取得公藥消耗帳,(2024/04/01 23:56:11-2024/06/30 23:56:11)共<2989>筆
20240630-23:56:28 - (647)   更新安全基準量 (03360)Zefotam Inj 2gm                        安全量 : 16 ,基準量 : 33
20240630-23:56:28 - (648)   更新安全基準量 (03668)Zirocin Tab 250mg(Azithromycin)        安全量 : 216 ,基準量 : 432
20240630-23:56:28 - (649)   更新安全基準量 (20434)15gm Fucidin cream 2% "LEO"            安全量 : 24 ,基準量 : 48
20240630-23:56:28 - (650)   更新安全基準量 (16401)Newmazole Tab 10mg (Carbimazole)       安全量 : 1983 ,基準量 : 3966
20240630-23:56:28 - (651)   更新安全基準量 (12028)15mg Codeine Phosphate Tab             安全量 : 495 ,基準量 : 990
20240630-23:56:28 - (652)   更新安全基準量 (07136)40mg Atorva FC Tab(Atorvastatin)       安全量 : 250 ,基準量 : 501
20240630-23:56:28 - (653)   更新安全基準量 (03449)CURAM Dispersible Tab 1gm              安全量 : 442 ,基準量 : 885
20240630-23:56:28 - (654)   更新安全基準量 (05273)Epinephrine Inj 1mg/ml "VPP"           安全量 : 366 ,基準量 : 733
20240630-23:56:28 - (655)   更新安全基準量 (04225)25mg TS-1 Cap                          安全量 : 16 ,基準量 : 32
20240630-23:56:28 - (656)   更新安全基準量 (03744)300mg Rifampicin Cap"Kojar"            安全量 : 453 ,基準量 : 907
20240630-23:56:28 - (657)   更新安全基準量 (07309)Promostan Inj 20mcg                    安全量 : 5 ,基準量 : 10
20240630-23:56:28 - (658)   更新安全基準量 (08453)Pregabalina Cap 75mg(Pregabalin)       安全量 : 1346 ,基準量 : 2692
20240630-23:56:28 - (659)   更新安全基準量 (11602)50mg Euricon Tab(Benzbromarone)        安全量 : 2687 ,基準量 : 5375
20240630-23:56:28 - (660)   更新安全基準量 (11016)Kalimate Powder 5gm/pkg                安全量 : 286 ,基準量 : 572
20240630-23:56:28 - (661)   更新安全基準量 (03728)AKuriT-4 Tab 150/75/275/400            安全量 : 177 ,基準量 : 355
20240630-23:56:28 - (662)   更新安全基準量 (08008)33mg Methydur SR Cap                   安全量 : 37 ,基準量 : 74
20240630-23:56:28 - (663)   更新安全基準量 (08561)Eszo Tab 2mg (Estazolam)               安全量 : 2365 ,基準量 : 4730
20240630-23:56:28 - (663)   更新安全基準量 (21375)Staquis Oint 2% 30gm_Crisaborole       安全量 : 1 ,基準量 : 2
20240630-23:56:28 - (664)   更新安全基準量 (30045)Suntose 0.5%/0.45% Inj 500ml           安全量 : 84 ,基準量 : 169
20240630-23:56:28 - (665)   更新安全基準量 (19054)Vitacin Inj 100mg/2ml                  安全量 : 255 ,基準量 : 511
20240630-23:56:28 - (666)   更新安全基準量 (05131)Uridin Tab 2mg(Tolterodine)            安全量 : 537 ,基準量 : 1075
20240630-23:56:28 - (667)   更新安全基準量 (05274)Proternol-L Inj 0.2mg/ml_TW            安全量 : 10 ,基準量 : 21
20240630-23:56:29 - (667)   更新安全基準量 (06265)75mg Pradaxa Cap(Dabigatran)           安全量 : 137 ,基準量 : 274
20240630-23:56:29 - (668)   更新安全基準量 (07516)Adapine SR Tab 30mg(Nifedipine)        安全量 : 970 ,基準量 : 1940
20240630-23:56:29 - (669)   更新安全基準量 (08005)20mg Ritalin LA Cap                    安全量 : 91 ,基準量 : 182
20240630-23:56:29 - (670)   更新安全基準量 (19055)Phytonadione Inj 10mg/ml "TBC"         安全量 : 175 ,基準量 : 351
20240630-23:56:29 - (671)   更新安全基準量 (09047)ACEO Cap Retard 90mg(Acemetacin)       安全量 : 1172 ,基準量 : 2344
20240630-23:56:29 - (672)   更新安全基準量 (08247)OxyNorm IR Cap 5mg(Oxycodone)          安全量 : 139 ,基準量 : 279
20240630-23:56:29 - (673)   更新安全基準量 (07257)6.25mg Syntrend Tab(Carvedilol)        安全量 : 1492 ,基準量 : 2985
20240630-23:56:29 - (674)   更新安全基準量 (20628)Kary Uni Oph Susp(Pirenoxine)          安全量 : 71 ,基準量 : 142
20240630-23:56:29 - (675)   更新安全基準量 (20421)Sinpharderm A.D.E. Cream 30gm          安全量 : 56 ,基準量 : 113
20240630-23:56:29 - (676)   更新安全基準量 (03720)Rina Cap(RIF 300mg + INH 150mg)        安全量 : 239 ,基準量 : 479
20240630-23:56:29 - (677)   更新安全基準量 (08387)Lote E.C. Tab 100mg(Fluvoxamine)       安全量 : 168 ,基準量 : 336
20240630-23:56:29 - (678)   更新安全基準量 (11169)All-Right Calcium Susp 180ml           安全量 : 30 ,基準量 : 61
20240630-23:56:29 - (679)   更新安全基準量 (04216)Epicin Inj 20mg/10ml(Epirubicin)       安全量 : 2 ,基準量 : 5
20240630-23:56:29 - (680)   更新安全基準量 (07235)8mg Blopress Tab(Candesartan)          安全量 : 578 ,基準量 : 1157
20240630-23:56:29 - (681)   更新安全基準量 (10054)Ultravist-370 200ml(370mgI/ml)         安全量 : 1 ,基準量 : 2
20240630-23:56:29 - (682)   更新安全基準量 (08230)Tramal Inj 100mg/2ml(Tramadol)         安全量 : 110 ,基準量 : 220
20240630-23:56:29 - (683)   更新安全基準量 (03339)0.5gm Claforan Inj(Cefotaxime)         安全量 : 33 ,基準量 : 66
20240630-23:56:29 - (684)   更新安全基準量 (16342)Anxotos Tab 30mg(Pioglitazone)         安全量 : 510 ,基準量 : 1020
20240630-23:56:29 - (685)   更新安全基準量 (21357)195mg/48.75mg Numient Cap              安全量 : 35 ,基準量 : 70
20240630-23:56:29 - (686)   更新安全基準量 (20650)Ementin Oph Sol 0.05% 5ml              安全量 : 52 ,基準量 : 104
20240630-23:56:29 - (686)   更新安全基準量 (07034)Primacor Inj 10mg/10ml                 安全量 : 5 ,基準量 : 11
20240630-23:56:29 - (687)   更新安全基準量 (08770)Abik OD Tab 10mg (Aripiprazole)        安全量 : 88 ,基準量 : 176
20240630-23:56:29 - (688)   更新安全基準量 (08408)2mg Rivotril Tab(Clonazepam)           安全量 : 1350 ,基準量 : 2700
20240630-23:56:29 - (689)   更新安全基準量 (08402)Magnesium Sulfate Inj 10% 20ml         安全量 : 104 ,基準量 : 208
20240630-23:56:29 - (690)   更新安全基準量 (13485)Vocinti Tab 20mg(Vonoprazan)           安全量 : 34 ,基準量 : 69
20240630-23:56:29 - (691)   更新安全基準量 (02043)Chlorpheniramine Inj 5mg/ml"S.T"       安全量 : 364 ,基準量 : 728
20240630-23:56:29 - (692)   更新安全基準量 (20435)30ml Easy Acne Sol 1%                  安全量 : 26 ,基準量 : 53
20240630-23:56:29 - (693)   更新安全基準量 (20072)AZOPT Eye Drop Susp 1% 5ml             安全量 : 10 ,基準量 : 21
20240630-23:56:29 - (694)   更新安全基準量 (08440)Gapatin Cap 300mg(Gabapentin)          安全量 : 485 ,基準量 : 971
20240630-23:56:29 - (695)   更新安全基準量 (30050)Sterile Water For Inj 20ml"C.S."       安全量 : 316 ,基準量 : 633
20240630-23:56:29 - (696)   更新安全基準量 (05246)Besmate UDV IH Sol 2.5ml               安全量 : 274 ,基準量 : 548
20240630-23:56:29 - (697)   更新安全基準量 (11307)Dextrose 10% Inj 500ml/Bag             安全量 : 88 ,基準量 : 177
20240630-23:56:29 - (698)   更新安全基準量 (08740)Megazon PR Tab 50mg(Quetiapine)        安全量 : 177 ,基準量 : 355
20240630-23:56:29 - (699)   更新安全基準量 (21319)Cimidona Tab                           安全量 : 84 ,基準量 : 168
20240630-23:56:29 - (700)   更新安全基準量 (06140)Foliromin Tab 50mg                     安全量 : 940 ,基準量 : 1880
20240630-23:56:29 - (701)   更新安全基準量 (20368)Shielin Powder 10gm/bot                安全量 : 48 ,基準量 : 97
20240630-23:56:29 - (702)   更新安全基準量 (20321)Skinoren Cream 20%(Azelaic Acid)       安全量 : 12 ,基準量 : 24
20240630-23:56:29 - (702)   更新安全基準量 (06208)Protamine Sulphate Inj 50mg/5ml        安全量 : 14 ,基準量 : 29
20240630-23:56:29 - (703)   更新安全基準量 (03252)Myfungin Inj 50mg(Micafungin)          安全量 : 3 ,基準量 : 7
20240630-23:56:29 - (704)   更新安全基準量 (21131)Dostinex Tab 0.5mg(Cabergoline)        安全量 : 17 ,基準量 : 35
20240630-23:56:29 - (705)   更新安全基準量 (03652)Bestnem Inj 500mg                      安全量 : 10 ,基準量 : 21
20240630-23:56:29 - (706)   更新安全基準量 (03607)Clindamycin Cap 150mg "SYNMOSA"        安全量 : 1440 ,基準量 : 2880
20240630-23:56:29 - (707)   更新安全基準量 (11031)KCL in D5NS Inj 500 ml(=20mEq)         安全量 : 69 ,基準量 : 139
20240630-23:56:29 - (708)   更新安全基準量 (08003)36mg Concerta E.R. Tab                 安全量 : 45 ,基準量 : 91
20240630-23:56:29 - (709)   更新安全基準量 (08424)Dipachro SR FC Tab 500mg               安全量 : 485 ,基準量 : 971
20240630-23:56:29 - (710)   更新安全基準量 (13454)Promeran Inj 7.68mg/2ml                安全量 : 211 ,基準量 : 422
20240630-23:56:29 - (711)   更新安全基準量 (21136)4mg Singulair Tab(Montelukast)         安全量 : 364 ,基準量 : 729
20240630-23:56:29 - (712)   更新安全基準量 (12068)Pulmicort Respules 1mg/2ml             安全量 : 45 ,基準量 : 90
20240630-23:56:29 - (713)   更新安全基準量 (05121)Atrovent Nebules 0.5mg/2ml             安全量 : 449 ,基準量 : 899
20240630-23:56:29 - (714)   更新安全基準量 (21201)Alendronate Sandoz Tab 70mg            安全量 : 23 ,基準量 : 46
20240630-23:56:29 - (715)   更新安全基準量 (04530)100mg/5ml Irino Inj (Irinotecan)       安全量 : 1 ,基準量 : 3
20240630-23:56:29 - (716)   更新安全基準量 (16532)Regpara Tab 25mg(Cinacalcet)           安全量 : 9 ,基準量 : 18
20240630-23:56:29 - (717)   更新安全基準量 (08558)Rozerem Tab 8mg(Ramelteon)             安全量 : 61 ,基準量 : 122
20240630-23:56:29 - (718)   更新安全基準量 (16181)Sustanon inj 1ml (testosterone)        安全量 : 9 ,基準量 : 18
20240630-23:56:29 - (719)   更新安全基準量 (03617)Targocid Inj 200mg(Teicoplanin)        安全量 : 7 ,基準量 : 15
20240630-23:56:29 - (720)   更新安全基準量 (05145)Buscopan Tab 10mg                      安全量 : 1787 ,基準量 : 3575
20240630-23:56:29 - (721)   更新安全基準量 (20408)Esarin Gel 20gm                        安全量 : 29 ,基準量 : 58
20240630-23:56:29 - (722)   更新安全基準量 (08605)Witgen Tab 10mg(Memantine HCl)         安全量 : 342 ,基準量 : 684
20240630-23:56:29 - (723)   更新安全基準量 (20443)You Care Cream 5% 250mg/pkg            安全量 : 8 ,基準量 : 16
20240630-23:56:29 - (724)   更新安全基準量 (08411)100mg Lamictal Tab(Lamotrigine)        安全量 : 221 ,基準量 : 442
20240630-23:56:29 - (725)   更新安全基準量 (50076)Moflodal Inj 400mg(Moxifloxacin)       安全量 : 8 ,基準量 : 16
20240630-23:56:29 - (726)   更新安全基準量 (20146)Trisonin Nasal Spray 120dose           安全量 : 16 ,基準量 : 32
20240630-23:56:29 - (726)   更新安全基準量 (09080)Comfflam Anti-inflammatory Spray       安全量 : 10 ,基準量 : 21
20240630-23:56:29 - (727)   更新安全基準量 (08404)Phenytoin Sod Inj 250mg/5ml            安全量 : 31 ,基準量 : 62
20240630-23:56:29 - (32)    異常安全基準量 (07151)Praluent Pen 75mg/ml(Alirocumab)       安全量 : 0 ,基準量 : 0
20240630-23:56:29 - (728)   更新安全基準量 (07077)Unisia Tab 8mg/5mg                     安全量 : 342 ,基準量 : 685
20240630-23:56:29 - (729)   更新安全基準量 (03345)Cexime Cap 100 mg(Cefixime)            安全量 : 893 ,基準量 : 1787
20240630-23:56:29 - (730)   更新安全基準量 (05316)Elistin Tab 1.5mg                      安全量 : 2373 ,基準量 : 4747
20240630-23:56:29 - (731)   更新安全基準量 (08717)Tofranil Tab 10mg (Imipramine)         安全量 : 1189 ,基準量 : 2379
20240630-23:56:29 - (732)   更新安全基準量 (05402)Chlorzoxazone Tab 250mg                安全量 : 1131 ,基準量 : 2263
20240630-23:56:29 - (733)   更新安全基準量 (13301)Bisacodyl E.C. Tab 5mg                 安全量 : 1507 ,基準量 : 3015
20240630-23:56:29 - (734)   更新安全基準量 (11183)Sod. Chloride 0.9% 250ml/PP/Bot        安全量 : 84 ,基準量 : 168
20240630-23:56:29 - (735)   更新安全基準量 (20323)Ichderm Cream 5% 8g(Doxepin HCl)       安全量 : 52 ,基準量 : 104
20240630-23:56:29 - (735)   更新安全基準量 (05268)Ultibro Breezhaler Cap 30'S            安全量 : 1 ,基準量 : 3
20240630-23:56:29 - (736)   更新安全基準量 (07332)20mg Coxine Tab                        安全量 : 1118 ,基準量 : 2237
20240630-23:56:29 - (737)   更新安全基準量 (08534)Lendormin Tab 0.25mg(Brotizolam)       安全量 : 582 ,基準量 : 1165
20240630-23:56:29 - (738)   更新安全基準量 (08386)Wellbutrin XL 150mg(Bupropion)         安全量 : 237 ,基準量 : 475
20240630-23:56:29 - (739)   更新安全基準量 (20441)Flucortone Oint 10gm                   安全量 : 57 ,基準量 : 114
20240630-23:56:29 - (739)   更新安全基準量 (08252)Remifentanil ALVOGEN Inj 2mg           安全量 : 4 ,基準量 : 8
20240630-23:56:29 - (740)   更新安全基準量 (07251)Co-Diovan 80/12.5 F.C. Tab             安全量 : 518 ,基準量 : 1036
20240630-23:56:29 - (740)   更新安全基準量 (13451)Otril Inj 3mg/3ml(Granisetron)         安全量 : 11 ,基準量 : 22
20240630-23:56:29 - (741)   更新安全基準量 (09096)Pinton SR Tab 400mg(Etodolac)          安全量 : 403 ,基準量 : 807
20240630-23:56:29 - (742)   更新安全基準量 (20066)DURATEARS Sterile Oph Oint 3.5gm       安全量 : 31 ,基準量 : 62
20240630-23:56:29 - (743)   更新安全基準量 (20089)Tears Naturale Eye Drop 15ml           安全量 : 12 ,基準量 : 25
20240630-23:56:29 - (744)   更新安全基準量 (07085)U-sodin Inj 5mg/2ml(Verapamil)         安全量 : 12 ,基準量 : 24
20240630-23:56:29 - (745)   更新安全基準量 (03227)Nystatin Cap 500000U"Yung Shin"        安全量 : 1107 ,基準量 : 2214
20240630-23:56:29 - (746)   更新安全基準量 (07068)Micapine Tab 10mg(Lercanidipine)       安全量 : 541 ,基準量 : 1082
20240630-23:56:29 - (746)   更新安全基準量 (20153)Perioxidin Bioadhesive Gel 50ml        安全量 : 2 ,基準量 : 5
20240630-23:56:29 - (747)   更新安全基準量 (16336)C.T.L. XR Tab 500mg(Metformin)         安全量 : 2878 ,基準量 : 5757
20240630-23:56:29 - (748)   更新安全基準量 (03660)Vancomycin Inj 500mg "CYH"             安全量 : 29 ,基準量 : 59
20240630-23:56:29 - (749)   更新安全基準量 (07112)200mg Fenolip Cap (Fenofibrate)        安全量 : 744 ,基準量 : 1488
20240630-23:56:29 - (750)   更新安全基準量 (50071)Hepato-ease Tab 1mg(Entecavir)         安全量 : 19 ,基準量 : 38
20240630-23:56:29 - (751)   更新安全基準量 (08002)18mg Concerta E.R. Tab                 安全量 : 70 ,基準量 : 141
20240630-23:56:29 - (752)   更新安全基準量 (03628)Clincin Inj 300mg/2ml                  安全量 : 109 ,基準量 : 218
20240630-23:56:29 - (753)   更新安全基準量 (03244)Flucon Cap 150mg(Fluconazole)          安全量 : 55 ,基準量 : 111
20240630-23:56:29 - (754)   更新安全基準量 (13484)Phazin-P Tab                           安全量 : 175 ,基準量 : 351
20240630-23:56:29 - (755)   更新安全基準量 (05138)Oxbu E.R. Tab 5mg(Oxybutynin)          安全量 : 321 ,基準量 : 643
20240630-23:56:30 - (756)   更新安全基準量 (02047)Labixten Tab 20mg(Bilastine)           安全量 : 147 ,基準量 : 294
20240630-23:56:30 - (757)   更新安全基準量 (07331)IsoBIDE Tab 10mg                       安全量 : 1321 ,基準量 : 2643
20240630-23:56:30 - (758)   更新安全基準量 (05404)Relaxin Inj 500mg                      安全量 : 12 ,基準量 : 24
20240630-23:56:30 - (759)   更新安全基準量 (20305)Nerisone Fatty Oint 0.1% 10gm          安全量 : 44 ,基準量 : 89
20240630-23:56:30 - (760)   更新安全基準量 (16038)Dexamethasone Inj 5mg/ml "CCPC"        安全量 : 139 ,基準量 : 278
20240630-23:56:30 - (761)   更新安全基準量 (08406)200mg Depakine EC Tab                  安全量 : 726 ,基準量 : 1453
20240630-23:56:30 - (762)   更新安全基準量 (50051)Superocin Tab 500mg                    安全量 : 445 ,基準量 : 891
20240630-23:56:30 - (763)   更新安全基準量 (07076)Amoten F.C.Tab 5/80mg                  安全量 : 358 ,基準量 : 717
20240630-23:56:30 - (764)   更新安全基準量 (08571)Somn Well XR Tab 2mg(Melatonin)        安全量 : 43 ,基準量 : 87
20240630-23:56:30 - (765)   更新安全基準量 (16141)Evista Tab 60mg(Raloxifene)            安全量 : 97 ,基準量 : 195
20240630-23:56:30 - (766)   更新安全基準量 (07517)Lizhensin Tab 16mg(Candesartan)        安全量 : 287 ,基準量 : 575
20240630-23:56:30 - (767)   更新安全基準量 (20630)Taflotan Eye Drop 2.5ml                安全量 : 8 ,基準量 : 17
20240630-23:56:30 - (768)   更新安全基準量 (20328)EXTRACOMB Cream 12gm                   安全量 : 84 ,基準量 : 168
20240630-23:56:30 - (769)   更新安全基準量 (13335)Molax Oral Saline 45ml                 安全量 : 11 ,基準量 : 23
20240630-23:56:30 - (770)   更新安全基準量 (20076)TobraDex Oph Oint 3.5gm                安全量 : 21 ,基準量 : 43
20240630-23:56:30 - (771)   更新安全基準量 (07329)25mg DipyriDAMOLE Tab "Standard"       安全量 : 1191 ,基準量 : 2382
20240630-23:56:30 - (772)   更新安全基準量 (08391)75mg Valosine SR CAP                   安全量 : 300 ,基準量 : 600
20240630-23:56:30 - (773)   更新安全基準量 (03511)Doxymycin Cap 100mg(Doxycycline)       安全量 : 839 ,基準量 : 1678
20240630-23:56:30 - (774)   更新安全基準量 (20377)Smile Orabase  0.1% 5gm                安全量 : 77 ,基準量 : 155
20240630-23:56:30 - (775)   更新安全基準量 (20318)ULEX Cream 10% 10gm                    安全量 : 129 ,基準量 : 259
20240630-23:56:30 - (776)   更新安全基準量 (07510)Labtal Tab 200mg(Labetalol)            安全量 : 731 ,基準量 : 1463
20240630-23:56:30 - (777)   更新安全基準量 (05244)Berotec N MDI 100mcg/puff              安全量 : 12 ,基準量 : 24
20240630-23:56:30 - (778)   更新安全基準量 (08565)Erispan-S Tab 0.25mg                   安全量 : 1009 ,基準量 : 2018
20240630-23:56:30 - (778)   更新安全基準量 (15009)Flumazenil Inj 0.5mg/5ml               安全量 : 1 ,基準量 : 3
20240630-23:56:30 - (779)   更新安全基準量 (13489)EMetrol Tab 10mg(Domperidone)          安全量 : 1913 ,基準量 : 3827
20240630-23:56:30 - (780)   更新安全基準量 (07041)5mg Nifedipine Cap(Atanaal)            安全量 : 809 ,基準量 : 1619
20240630-23:56:30 - (781)   更新安全基準量 (13418)Zofran Tab 8mg(Ondansetron)            安全量 : 15 ,基準量 : 31
20240630-23:56:30 - (782)   更新安全基準量 (20080)TEARS Naturale Eye Drop 32's/box       安全量 : 5 ,基準量 : 10
20240630-23:56:30 - (33)    異常安全基準量 (21282)Actemra For SC 162mg_Tocilizumab       安全量 : 0 ,基準量 : 0
20240630-23:56:30 - (34)    異常安全基準量 (04436)Phyxotere Inj 120mg/6ml                安全量 : 0 ,基準量 : 0
20240630-23:56:30 - (783)   更新安全基準量 (07156)160mg Fenolip-U Tab(Fenofibrate)       安全量 : 618 ,基準量 : 1236
20240630-23:56:30 - (784)   更新安全基準量 (04319)Anazo FC Tab 1mg(Anastrozole)          安全量 : 65 ,基準量 : 131
20240630-23:56:30 - (785)   更新安全基準量 (20374)Sulfasil Cream 1% 50gm                 安全量 : 36 ,基準量 : 73
20240630-23:56:30 - (786)   更新安全基準量 (21059)125mg Madopar HBS Cap                  安全量 : 335 ,基準量 : 670
20240630-23:56:30 - (787)   更新安全基準量 (07094)Amvlo Tab 5/160mg                      安全量 : 433 ,基準量 : 867
20240630-23:56:30 - (788)   更新安全基準量 (07286)Losartan F.C. Tab 50mg "CYH"           安全量 : 1022 ,基準量 : 2045
20240630-23:56:30 - (788)   更新安全基準量 (20648)Systane Hydration Eye Drop 10ml        安全量 : 4 ,基準量 : 9
20240630-23:56:30 - (789)   更新安全基準量 (08236)Tramtor Cap 50mg(Tramadol)             安全量 : 1118 ,基準量 : 2237
20240630-23:56:30 - (790)   更新安全基準量 (07030)Adenocor Inj 6mg/2ml(Adenosine)        安全量 : 12 ,基準量 : 24
20240630-23:56:30 - (791)   更新安全基準量 (11024)KCl in N/S 500ml(=20mEq)               安全量 : 62 ,基準量 : 124
20240630-23:56:30 - (792)   更新安全基準量 (08777)Zaprinse Tab 5mg(Olanzapine)           安全量 : 105 ,基準量 : 211
20240630-23:56:30 - (793)   更新安全基準量 (07082)8mg Coniel Tab(Benidipine)             安全量 : 271 ,基準量 : 542
20240630-23:56:30 - (794)   更新安全基準量 (03610)Erythromycin Estolate Cap 250mg        安全量 : 908 ,基準量 : 1817
20240630-23:56:30 - (795)   更新安全基準量 (08606)Nicotinell Mint Chewing Gum 2mg        安全量 : 283 ,基準量 : 567
20240630-23:56:30 - (796)   更新安全基準量 (16161)Megejohn Tab 160mg(Megestrol)          安全量 : 50 ,基準量 : 100
20240630-23:56:30 - (797)   更新安全基準量 (03801)Bacide Tab(SMZ 400mg/TM 80mg)          安全量 : 815 ,基準量 : 1630
20240630-23:56:30 - (35)    異常安全基準量 (21193)Zobonic Inj 4mg(Zoledronic Acid)       安全量 : 0 ,基準量 : 1
20240630-23:56:30 - (798)   更新安全基準量 (20424)Xylmol Oint 15gm"Sinphar"              安全量 : 50 ,基準量 : 100
20240630-23:56:30 - (799)   更新安全基準量 (07346)Giko Sol 30ml(Ginkgo)                  安全量 : 8 ,基準量 : 17
20240630-23:56:30 - (800)   更新安全基準量 (08379)200mg Utapine Tab (Quetiapine)         安全量 : 243 ,基準量 : 486
20240630-23:56:30 - (801)   更新安全基準量 (06127)Fe-Back Inj 100mg/5ml ( 2% )           安全量 : 25 ,基準量 : 51
20240630-23:56:30 - (802)   更新安全基準量 (08355)Trazodone HCl Tab 50mg(Mesyrel)        安全量 : 1029 ,基準量 : 2058
20240630-23:56:30 - (803)   更新安全基準量 (05101)Atropine Sulfate Inj 1mg/ml            安全量 : 104 ,基準量 : 209
20240630-23:56:30 - (804)   更新安全基準量 (05152)Vebacin Tab 5mg(Solifenacin)           安全量 : 516 ,基準量 : 1033
20240630-23:56:30 - (804)   更新安全基準量 (10008)Urografin Inj 76% 50ml                 安全量 : 5 ,基準量 : 11
20240630-23:56:30 - (805)   更新安全基準量 (11196)Bio-Cal Plus Chewable Tab              安全量 : 171 ,基準量 : 342
20240630-23:56:30 - (806)   更新安全基準量 (05253)Peace Syrup 60ml                       安全量 : 62 ,基準量 : 124
20240630-23:56:30 - (807)   更新安全基準量 (16147)Diane-35 S.C. Tab 21#/box              安全量 : 11 ,基準量 : 22
20240630-23:56:30 - (808)   更新安全基準量 (12079)Carstin Syrup 20mg/ml 120ml            安全量 : 83 ,基準量 : 166
20240630-23:56:30 - (809)   更新安全基準量 (11319)Sterile Water For Inj 10ml "ST"        安全量 : 253 ,基準量 : 507
20240630-23:56:30 - (36)    異常安全基準量 (08294)PCIA: Regimen 3  246ml                 安全量 : 0 ,基準量 : 0
20240630-23:56:30 - (809)   更新安全基準量 (18266)Adacel TM Vaccine 0.5ml                安全量 : 1 ,基準量 : 2
20240630-23:56:30 - (810)   更新安全基準量 (11383)Taita No.5 Inj 400ml                   安全量 : 50 ,基準量 : 101
20240630-23:56:30 - (811)   更新安全基準量 (06144)Hote Chewable Tab 100mg(Iron)          安全量 : 794 ,基準量 : 1588
20240630-23:56:30 - (812)   更新安全基準量 (09042)Lefenine Tab 100mg(Flurbiprofen)       安全量 : 797 ,基準量 : 1594
20240630-23:56:30 - (812)   更新安全基準量 (07282)Chenday Inj 25mg/5ml(Labetalol)        安全量 : 23 ,基準量 : 46
20240630-23:56:30 - (37)    異常安全基準量 (21299)Humira Inj 40mg/0.4ml(Adalimumab       安全量 : 0 ,基準量 : 0
20240630-23:56:30 - (813)   更新安全基準量 (20638)FOXone Eye Drop 0.1% 5ml               安全量 : 147 ,基準量 : 295
20240630-23:56:30 - (814)   更新安全基準量 (20312)Salic Oint 2.5%(Salicylic Acid)        安全量 : 27 ,基準量 : 54
20240630-23:56:30 - (815)   更新安全基準量 (21094)Glucosamine Cap 250mg(Kudona)          安全量 : 1289 ,基準量 : 2578
20240630-23:56:30 - (816)   更新安全基準量 (09099)Etor Tab 60mg(Etoricoxib)              安全量 : 730 ,基準量 : 1461
20240630-23:56:30 - (817)   更新安全基準量 (20459)Ankorme Cream 1% 15gm                  安全量 : 30 ,基準量 : 61
20240630-23:56:30 - (818)   更新安全基準量 (21306)5mg Anxokast Tab(Montelukast)          安全量 : 269 ,基準量 : 538
20240630-23:56:30 - (819)   更新安全基準量 (04542)Thado Cap 50mg(Thalidomide)            安全量 : 6 ,基準量 : 12
20240630-23:56:30 - (820)   更新安全基準量 (07504)25mg Syntrend Tab(Carvedilol)          安全量 : 552 ,基準量 : 1104
20240630-23:56:30 - (821)   更新安全基準量 (08769)9mg Pardone ER Tab (Paliperidone       安全量 : 17 ,基準量 : 35
20240630-23:56:30 - (822)   更新安全基準量 (03729)Epbutol Tab 400mg(Ethambutol)          安全量 : 336 ,基準量 : 672
20240630-23:56:30 - (823)   更新安全基準量 (07075)120mg Nakasser SR Cap(Diltiazem)       安全量 : 280 ,基準量 : 561
20240630-23:56:30 - (824)   更新安全基準量 (11429)25mg Epnone Tab(Eplerenone)            安全量 : 120 ,基準量 : 241
20240630-23:56:30 - (825)   更新安全基準量 (11501)250mg Acetazolamide Tab                安全量 : 1062 ,基準量 : 2124
20240630-23:56:30 - (825)   更新安全基準量 (11389)Aminoleban Inj 500ml                   安全量 : 8 ,基準量 : 16
20240630-23:56:30 - (826)   更新安全基準量 (03207)Mycostatin Oral Susp 100000U/ml        安全量 : 13 ,基準量 : 27
20240630-23:56:30 - (827)   更新安全基準量 (30014)Oliclinomel N4-550E 1.5L               安全量 : 2 ,基準量 : 5
20240630-23:56:30 - (828)   更新安全基準量 (17002)Bupivacaine HCl Inj 0.5% 4ml           安全量 : 12 ,基準量 : 25
20240630-23:56:30 - (829)   更新安全基準量 (20649)Eybelis Oph Sol 0.002% 2.5ml           安全量 : 3 ,基準量 : 7
20240630-23:56:30 - (830)   更新安全基準量 (02037)Cypromin Sol 120ml 0.4mg/ml            安全量 : 74 ,基準量 : 149
20240630-23:56:30 - (831)   更新安全基準量 (07036)Zanidip Tab 10mg(Lercanidipine)        安全量 : 398 ,基準量 : 796
20240630-23:56:30 - (832)   更新安全基準量 (05142)Nolidin Tab                            安全量 : 649 ,基準量 : 1299
20240630-23:56:30 - (833)   更新安全基準量 (13125)Bio-Three Tab                          安全量 : 111 ,基準量 : 222
20240630-23:56:30 - (834)   更新安全基準量 (21084)1mg Ropinirole HCl Tab(Requip)         安全量 : 119 ,基準量 : 238
20240630-23:56:30 - (835)   更新安全基準量 (05314)Lafuzo XL Tab 10mg(Alfuzosin)          安全量 : 366 ,基準量 : 732
20240630-23:56:30 - (836)   更新安全基準量 (09010)Ketoprofen Inj 50mg/2ml                安全量 : 121 ,基準量 : 242
20240630-23:56:30 - (836)   更新安全基準量 (08409)Depakine Sol 40ml_Sanofi               安全量 : 12 ,基準量 : 24
20240630-23:56:30 - (837)   更新安全基準量 (08758)5mg Lanapine OD Tab(Olanzapine)        安全量 : 61 ,基準量 : 123
20240630-23:56:30 - (838)   更新安全基準量 (11207)60ml Lactul Syrup(Lactulose)           安全量 : 58 ,基準量 : 117
