20240709-12:19:10 - ---------------------------------------------------------------------------
20240709-12:19:11 - 取得公藥消耗帳,(2024/04/10 12:19:08-2024/07/09 12:19:08)共<3105>筆
20240709-12:19:34 - (802)   更新安全基準量 (15009)Flumazenil Inj 0.5mg/5ml               安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (803)   更新安全基準量 (20153)Perioxidin Bioadhesive Gel 50ml        安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (15)    異常安全基準量 (16154)Mirena IU System 20ug/24h              安全量 : 0 ,基準量 : 0
20240709-12:19:34 - (804)   更新安全基準量 (03610)Erythromycin Estolate Cap 250mg        安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (805)   更新安全基準量 (13418)Zofran Tab 8mg(Ondansetron)            安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (806)   更新安全基準量 (05101)Atropine Sulfate Inj 1mg/ml            安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (807)   更新安全基準量 (05244)Berotec N MDI 100mcg/puff              安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (16)    異常安全基準量 (21282)Actemra For SC 162mg_Tocilizumab       安全量 : 0 ,基準量 : 0
20240709-12:19:34 - (808)   更新安全基準量 (11196)Bio-Cal Plus Chewable Tab              安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (17)    異常安全基準量 (04436)Phyxotere Inj 120mg/6ml                安全量 : 0 ,基準量 : 0
20240709-12:19:34 - (809)   更新安全基準量 (03449)CURAM Dispersible Tab 1gm              安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (810)   更新安全基準量 (03660)Vancomycin Inj 500mg "CYH"             安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (811)   更新安全基準量 (08565)Erispan-S Tab 0.25mg                   安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (812)   更新安全基準量 (08236)Tramtor Cap 50mg(Tramadol)             安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (813)   更新安全基準量 (30047)Dextrose 5% Inj 250ml/Bag "N.K."       安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (814)   更新安全基準量 (20648)Systane Hydration Eye Drop 10ml        安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (815)   更新安全基準量 (13484)Phazin-P Tab                           安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (816)   更新安全基準量 (21059)125mg Madopar HBS Cap                  安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (817)   更新安全基準量 (20649)Eybelis Oph Sol 0.002% 2.5ml           安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (818)   更新安全基準量 (02047)Labixten Tab 20mg(Bilastine)           安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (819)   更新安全基準量 (08777)Zaprinse Tab 5mg(Olanzapine)           安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (820)   更新安全基準量 (08406)200mg Depakine EC Tab                  安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (821)   更新安全基準量 (07286)Losartan F.C. Tab 50mg "CYH"           安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (822)   更新安全基準量 (30011)Sterile Water For Inj 10ml"Y.F."       安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (823)   更新安全基準量 (20312)Salic Oint 2.5%(Salicylic Acid)        安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (824)   更新安全基準量 (08355)Trazodone HCl Tab 50mg(Mesyrel)        安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (825)   更新安全基準量 (20318)ULEX Cream 10% 10gm                    安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (826)   更新安全基準量 (05152)Vebacin Tab 5mg(Solifenacin)           安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (827)   更新安全基準量 (05032)Antilon Tab 60mg(Pyridostigmine)       安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (828)   更新安全基準量 (10008)Urografin Inj 76% 50ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (829)   更新安全基準量 (04319)Anazo FC Tab 1mg(Anastrozole)          安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (830)   更新安全基準量 (08379)200mg Utapine Tab (Quetiapine)         安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (831)   更新安全基準量 (20337)Antigerm Solution 4% 1ml               安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (832)   更新安全基準量 (07041)5mg Nifedipine Cap(Atanaal)            安全量 : 1 ,基準量 : 1
20240709-12:19:34 - (833)   更新安全基準量 (12079)Carstin Syrup 20mg/ml 120ml            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (834)   更新安全基準量 (20459)Ankorme Cream 1% 15gm                  安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (835)   更新安全基準量 (08411)100mg Lamictal Tab(Lamotrigine)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (836)   更新安全基準量 (07094)Amvlo Tab 5/160mg                      安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (837)   更新安全基準量 (07068)Micapine Tab 10mg(Lercanidipine)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (838)   更新安全基準量 (20638)FOXone Eye Drop 0.1% 5ml               安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (839)   更新安全基準量 (08252)Remifentanil ALVOGEN Inj 2mg           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (840)   更新安全基準量 (13489)EMetrol Tab 10mg(Domperidone)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (841)   更新安全基準量 (11501)250mg Acetazolamide Tab                安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (842)   更新安全基準量 (03801)Bacide Tab(SMZ 400mg/TM 80mg)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (843)   更新安全基準量 (16147)Diane-35 S.C. Tab 21#/box              安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (844)   更新安全基準量 (09042)Lefenine Tab 100mg(Flurbiprofen)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (845)   更新安全基準量 (20374)Sulfasil Cream 1% 50gm                 安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (846)   更新安全基準量 (05253)Peace Syrup 60ml                       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (847)   更新安全基準量 (17002)Bupivacaine HCl Inj 0.5% 4ml           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (848)   更新安全基準量 (07082)8mg Coniel Tab(Benidipine)             安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (849)   更新安全基準量 (09099)Etor Tab 60mg(Etoricoxib)              安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (18)    異常安全基準量 (08294)PCIA: Regimen 3  246ml                 安全量 : 0 ,基準量 : 0
20240709-12:19:35 - (850)   更新安全基準量 (16155)14gm PREMARIN Vaginal Cream            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (851)   更新安全基準量 (07030)Adenocor Inj 6mg/2ml(Adenosine)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (852)   更新安全基準量 (05122)Pipoxolan HCl Tab 10mg                 安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (19)    異常安全基準量 (21299)Humira Inj 40mg/0.4ml(Adalimumab       安全量 : 0 ,基準量 : 0
20240709-12:19:35 - (853)   更新安全基準量 (11207)60ml Lactul Syrup(Lactulose)           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (854)   更新安全基準量 (21094)Glucosamine Cap 250mg(Kudona)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (855)   更新安全基準量 (03226)Exelderm Sol 10ml(Sulconazole)         安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (856)   更新安全基準量 (03729)Epbutol Tab 400mg(Ethambutol)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (857)   更新安全基準量 (18217)Engerix-B Inj 20mcg/ml(SELF-PAY)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (858)   更新安全基準量 (03252)Myfungin Inj 50mg(Micafungin)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (859)   更新安全基準量 (05314)Lafuzo XL Tab 10mg(Alfuzosin)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (860)   更新安全基準量 (07346)Giko Sol 30ml(Ginkgo)                  安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (861)   更新安全基準量 (04542)Thado Cap 50mg(Thalidomide)            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (862)   更新安全基準量 (20086)Duotrav Eye Drop 2.5ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (863)   更新安全基準量 (13405)Primperan Inj 10mg/2ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (864)   更新安全基準量 (20424)Xylmol Oint 15gm"Sinphar"              安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (864)   更新安全基準量 (04530)100mg/5ml Irino Inj (Irinotecan)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (865)   更新安全基準量 (11382)Taita No.3 Inj 500ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (866)   更新安全基準量 (30014)Oliclinomel N4-550E 1.5L               安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (867)   更新安全基準量 (11027)Sod.Bicarbonate 7% 20ml "TAIYU"        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (868)   更新安全基準量 (05220)Ephedrine HCL Inj 40mg/ml              安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (869)   更新安全基準量 (08413)25mg Topamax Tab(Topiramate)           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (870)   更新安全基準量 (11383)Taita No.5 Inj 400ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (871)   更新安全基準量 (02037)Cypromin Sol 120ml 0.4mg/ml            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (872)   更新安全基準量 (13125)Bio-Three Tab                          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (873)   更新安全基準量 (19062)1ml Vitamin B Complex Inj(AMP)         安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (874)   更新安全基準量 (03429)Amolin Susp 3gm/60ml 50mg/ml           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (875)   更新安全基準量 (07137)Linicor F.C.T. 500/20mg                安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (876)   更新安全基準量 (21306)5mg Anxokast Tab(Montelukast)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (877)   更新安全基準量 (08409)Depakine Sol 40ml_Sanofi               安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (878)   更新安全基準量 (06144)Hote Chewable Tab 100mg(Iron)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (879)   更新安全基準量 (08761)4mg Rexulti Tab(Brexpiprazole)         安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (880)   更新安全基準量 (21137)Ketotifen Syrup 60ml 0.2mg/ml          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (881)   更新安全基準量 (07036)Zanidip Tab 10mg(Lercanidipine)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (882)   更新安全基準量 (07504)25mg Syntrend Tab(Carvedilol)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (883)   更新安全基準量 (20053)Rinderon-A Eye Drop 0.1% 5ml           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (883)   更新安全基準量 (20639)0.01% "AIM" Atropine Eye Drops         安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (884)   更新安全基準量 (03440)Curam Oral Susp 312.5mg/5ml 60ml       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (885)   更新安全基準量 (11429)25mg Epnone Tab(Eplerenone)            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (886)   更新安全基準量 (07075)120mg Nakasser SR Cap(Diltiazem)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (887)   更新安全基準量 (11389)Aminoleban Inj 500ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (888)   更新安全基準量 (05142)Nolidin Tab                            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (889)   更新安全基準量 (05426)Carisoma Tab 250mg(Carisoprodol)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (890)   更新安全基準量 (13479)Takepron Inj 30mg(Lansoprazole)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (891)   更新安全基準量 (09010)Ketoprofen Inj 50mg/2ml                安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (892)   更新安全基準量 (02050)Benda Tab 4mg(Chlorpheniramine)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (893)   更新安全基準量 (20152)Ofloxin Otic 0.3% 5ml(Ofloxacin)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (894)   更新安全基準量 (11157)Gelofusine Inj 500ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (895)   更新安全基準量 (12081)Mubroxol Tab 30mg (Ambroxol)           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (896)   更新安全基準量 (16023)Cortisone Tab 25mg "Pine Lawer"        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (897)   更新安全基準量 (08420)Trileptal F.C. Tab 300mg               安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (898)   更新安全基準量 (20089)Tears Naturale Eye Drop 15ml           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (899)   更新安全基準量 (12083)Bisolvon (R) Sol 50ml 2mg/ml           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (900)   更新安全基準量 (71022)Calwell Chewable Tab 950mg             安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (901)   更新安全基準量 (07338)Gincare Tab 9.6mg(Ginkgo)              安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (902)   更新安全基準量 (05012)Exelon Cap 3mg(Rivastigmine)           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (903)   更新安全基準量 (11319)Sterile Water For Inj 10ml "ST"        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (903)   更新安全基準量 (18266)Adacel TM Vaccine 0.5ml                安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (904)   更新安全基準量 (08715)Epram Tab 10mg(Escitalopram)           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (905)   更新安全基準量 (21305)Pharnomide Tab 10mg(Leflunomide)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (906)   更新安全基準量 (16161)Megejohn Tab 160mg(Megestrol)          安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (907)   更新安全基準量 (31123)Sod.Chloride 0.9% 500ml PBOT"CS"       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (908)   更新安全基準量 (09031)Ketorolac Inj 30mg/ml (Keto)           安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (909)   更新安全基準量 (16138)Duphaston Tab 10mg                     安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (910)   更新安全基準量 (07044)4mg Lesyn F.C. Tab (Lacidipine)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (911)   更新安全基準量 (20083)Mikelan LA Oph Sol 2%(Carteolol)       安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (912)   更新安全基準量 (08549)Silence Tab 1mg(Lorazepam)             安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (913)   更新安全基準量 (05116)Trihexyphenidyl HCl Tab 2mg            安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (914)   更新安全基準量 (16178)Promone Cap 100mg(Progesterone)        安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (915)   更新安全基準量 (03309)Cephalexin Susp 1.5gm/60ml             安全量 : 1 ,基準量 : 1
20240709-12:19:35 - (916)   更新安全基準量 (20051)TRUSOPT Oph Sol 2% 5ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (916)   更新安全基準量 (16213)Ovidrel Inj 250mcg                     安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (917)   更新安全基準量 (08710)100mg Utapine (Quetiapine)             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (918)   更新安全基準量 (08786)Su-Chin FC Tab 10mg (Olanzapine)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (919)   更新安全基準量 (11015)Sodium Bicarbonate Tab 300mg           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (920)   更新安全基準量 (04119)Doxor Lyo Inj 10mg(Doxorubicin)        安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (921)   更新安全基準量 (20047)Artificial Tear eye drop 10ml          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (922)   更新安全基準量 (03347)Ceftriaxone Inj 500mg "Sandoz"         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (923)   更新安全基準量 (21083)0.25mg Ropinirole HCl Tab              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (924)   更新安全基準量 (03323)Loforan Inj 1gm(Cefotaxime Sod.)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (925)   更新安全基準量 (20328)EXTRACOMB Cream 12gm                   安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (926)   更新安全基準量 (16357)Onglyza Tab 5mg(Saxagliptin)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (927)   更新安全基準量 (21191)2mg ReQuip PD PR Tab(Ropinirole)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (928)   更新安全基準量 (02044)Fexofenadine Tab 60mg"CYH"             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (929)   更新安全基準量 (50031)Virless Lyophilized Inj 250mg          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (930)   更新安全基準量 (05110)Buscopan Inj 20mg/ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (930)   更新安全基準量 (17049)Orabloc Inj 1mg/ml 50s/box             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (931)   更新安全基準量 (06276)5mg Efient Tab(Prasugrel)              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (932)   更新安全基準量 (20417)ALCOHOL 75% 200mL/bot                  安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (933)   更新安全基準量 (20140)Azetin Nasal Spray 120dose             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (934)   更新安全基準量 (08318)Imipramine HCl Tab 25mg                安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (935)   更新安全基準量 (08758)5mg Lanapine OD Tab(Olanzapine)        安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (936)   更新安全基準量 (20617)Erythromycin Oph Oint 0.5% 3.5gm       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (936)   更新安全基準量 (20637)Ikervis Eye Emulsion 0.1% 30's         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (937)   更新安全基準量 (08007)22mg Methydur SR Cap                   安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (938)   更新安全基準量 (20132)Liq. Paraffin Ear/Nose Drop 20ml       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (939)   更新安全基準量 (06224)Clexane Inj 6000anti-Xa IU/0.6ml       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (940)   更新安全基準量 (07347)60mg Coxine CR Tab                     安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (941)   更新安全基準量 (20126)Otozambon Ear Drop 8ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (942)   更新安全基準量 (08535)Midatin Inj 5mg/ml(Midazolam)          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (943)   更新安全基準量 (08784)Lexinping cap 30mg                     安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (944)   更新安全基準量 (08547)Anxiedin Tab 0.5mg(Lorazepam)          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (944)   更新安全基準量 (21080)Orlistat Cap 120mg 42#/Box             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (945)   更新安全基準量 (08701)Zyprexa Inj 10mg(Olanzapine)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (946)   更新安全基準量 (08711)Mirtapine OD Tab 30mg(Mirtazapin       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (947)   更新安全基準量 (20460)Fluticosone Cream "S.C." 15gm          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (948)   更新安全基準量 (07026)Nimotop Tab 30mg(Nimodipine)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (949)   更新安全基準量 (13216)MoProbi-LR Cap                         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (950)   更新安全基準量 (20308)JALINE Lotion(Benzyl Benzoate)         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (951)   更新安全基準量 (03341)Unifradine Cap 250mg(Cephradine)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (952)   更新安全基準量 (03102)V-Genta Inj 80mg/2ml(Gentamicin)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (953)   更新安全基準量 (13332)KCB Tab 120mg(Dibismuth Trioxide       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (954)   更新安全基準量 (08322)NoVamin Inj 5mg/ml                     安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (955)   更新安全基準量 (13481)Esocomfort Tab 40mg_Esomeprazole       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (956)   更新安全基準量 (03663)250mg Melopen Inj(Meropenem)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (957)   更新安全基準量 (21006)Colchicine Tab 0.5mg"SYNMOSA"          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (958)   更新安全基準量 (05285)Saldolin Nebule 5mg/2.5ml              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (20)    異常安全基準量 (04599)Orectalip Inj 100mg(Oxaliplatin)       安全量 : 0 ,基準量 : 0
20240709-12:19:36 - (959)   更新安全基準量 (19027)Pyridoxine HCl Tab 50mg                安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (960)   更新安全基準量 (03648)Finibax Inj 0.25g(Doripenem)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (961)   更新安全基準量 (04250)Calveda Tab 500mg (Capecitabine)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (962)   更新安全基準量 (03442)Diclocin Cap 250mg(Dicloxacillin       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (963)   更新安全基準量 (08260)200mcg Fentora Buccal Tab              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (964)   更新安全基準量 (08518)Halcion Tab 0.25mg(Triazolam)          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (965)   更新安全基準量 (07309)Promostan Inj 20mcg                    安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (966)   更新安全基準量 (03803)Sevatrim Inj 5ml                       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (967)   更新安全基準量 (03667)Dermalean Gel 1% 10g_Clindamycin       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (968)   更新安全基準量 (30003)50% Vitagen Inj 20ml (Glucose)         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (969)   更新安全基準量 (03738)Isoniazide Tab 100mg                   安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (970)   更新安全基準量 (07343)40mg Coxine SR Tab                     安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (971)   更新安全基準量 (20458)Alcos-anal supp                        安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (972)   更新安全基準量 (08772)Mocalm Tab 0.5/10mg                    安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (973)   更新安全基準量 (03509)Mero Cap 100mg(Minocycline)            安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (974)   更新安全基準量 (11194)Calglon Inj 1g/10ml "Y.F."             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (975)   更新安全基準量 (16164)Progeston Depot IM 125mg/ml            安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (976)   更新安全基準量 (03454)Piperacillin Inj 2gm"CYH"              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (977)   更新安全基準量 (07072)6mg Lesyn F.C. Tab (Lacidipine)        安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (978)   更新安全基準量 (20258)Zinc Oxide Oint 20% 1oz(28.4gm)        安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (979)   更新安全基準量 (20401)Sinbaby Baby Lotion "SINPHAR"          安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (980)   更新安全基準量 (13223)25000 Creon Cap (Pancreatin)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (981)   更新安全基準量 (03805)Sulfacotrim Susp 60ml                  安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (982)   更新安全基準量 (08397)Ligilin Cap 300mg(Li2CO3)              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (983)   更新安全基準量 (05011)Exelon Cap 4.5mg(Rivastigmine)         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (984)   更新安全基準量 (06300)Uwarin Tab 5mg (Warfarin)              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (985)   更新安全基準量 (03243)Flucon Inj 200mg/100ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (986)   更新安全基準量 (08118)2% Fresofol Inj 50ml(Propofol)         安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (987)   更新安全基準量 (21250)Covorin Inj 100mg/10ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (988)   更新安全基準量 (20366)VIMAX Foaming Sol 0.05% 25ml           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (989)   更新安全基準量 (08103)Ketalar Inj 500mg/10ml(Ketamine)       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (990)   更新安全基準量 (30039)Dextrose 5% Inj 250ml/PBOT             安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (991)   更新安全基準量 (05420)Baclofen Tab 5mg                       安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (991)   更新安全基準量 (13457)300ml Wilcon Susp 20mg/ml              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (992)   更新安全基準量 (05201)Dopamin Inj 200mg/5ml                  安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (993)   更新安全基準量 (11423)Anol Inj 20% 100ml(Mannitol)           安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (994)   更新安全基準量 (07003)Lanoxin Tab 0.25mg(Digoxin)            安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (995)   更新安全基準量 (08577)Ramesoon F.C. Tablets 8mg              安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (996)   更新安全基準量 (20124)Kasulo Nasal Spray 15ml                安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (997)   更新安全基準量 (20336)CLEOSOL Cream 0.05% 7gm                安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (998)   更新安全基準量 (17026)Xylocaine Inj 1% 5ml(Lidocaine)        安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (998)   更新安全基準量 (20431)Amocoat Nail Lacquer 5% 5ml            安全量 : 1 ,基準量 : 1
20240709-12:19:36 - (999)   更新安全基準量 (07050)Amtrel Tab 5/10 mg                     安全量 : 1 ,基準量 : 1
20240709-12:19:37 - (1000)  更新安全基準量 (09014)Rhin Tab                               安全量 : 1 ,基準量 : 1
20240709-12:19:37 - (1001)  更新安全基準量 (16011)Solu-MEDROL Inj 500mg                  安全量 : 1 ,基準量 : 1
