20240815-22:01:57 - ---------------------------------------------------------------------------
20240815-22:01:59 - 取得急診消耗帳,(2024/05/17 22:01:57-2024/08/15 22:01:57)共<12008>筆
20240815-22:29:08 - (226)   更新安全基準量 (03447)Curam Inj 1.2g                         安全量 : 232 ,基準量 : 465
20240815-22:29:08 - (227)   更新安全基準量 (20085)Liposic Eye Gel 0.2%(Carbomer)         安全量 : 99 ,基準量 : 198
20240815-22:29:08 - (228)   更新安全基準量 (16511)Glypressin Inj 1mg(Terlipressin)       安全量 : 16 ,基準量 : 32
20240815-22:29:08 - (229)   更新安全基準量 (08426)Keppra Oral Sol 100mg/ml,300ml         安全量 : 6 ,基準量 : 13
20240815-22:29:08 - (230)   更新安全基準量 (20378)Xamiol Gel 30gm                        安全量 : 17 ,基準量 : 35
20240815-22:29:08 - (231)   更新安全基準量 (03022)Stromectol Tab 3mg(Ivermectin)         安全量 : 40 ,基準量 : 81
20240815-22:29:08 - (232)   更新安全基準量 (20416)Enoxolone Gingival Paste 80gm          安全量 : 15 ,基準量 : 30
20240815-22:29:08 - (233)   更新安全基準量 (07501)Haxasin XL Tab 4mg(Doxazosin)          安全量 : 1502 ,基準量 : 3004
20240815-22:29:08 - (234)   更新安全基準量 (03998)SABS Inj 500mg/100ml                   安全量 : 334 ,基準量 : 668
20240815-22:29:08 - (235)   更新安全基準量 (03947)Valaciclovir Tab 500mg(Valtrex)        安全量 : 185 ,基準量 : 371
20240815-22:29:08 - (236)   更新安全基準量 (07079)Cartil Tab 30mg(Diltiazem)             安全量 : 4844 ,基準量 : 9688
20240815-22:29:08 - (237)   更新安全基準量 (21216)0.25mg Certican Tab(Everolimus)        安全量 : 103 ,基準量 : 206
20240815-22:29:08 - (238)   更新安全基準量 (07263)160mg Diovan Tab(Valsartan)            安全量 : 2449 ,基準量 : 4898
20240815-22:29:08 - (238)   更新安全基準量 (07158)(RARE)Repatha Inj 140mg/ml             安全量 : 1 ,基準量 : 2
20240815-22:29:08 - (239)   更新安全基準量 (11206)Duphalac Sol 300ml(Lactulose)          安全量 : 129 ,基準量 : 259
20240815-22:29:08 - (240)   更新安全基準量 (07089)Co-Midis Tab 80/5mg                    安全量 : 1220 ,基準量 : 2440
20240815-22:29:08 - (241)   更新安全基準量 (18249)Prevenar 13 Susp Inj 0.5ml             安全量 : 2 ,基準量 : 5
20240815-22:29:08 - (242)   更新安全基準量 (03312)Tatumcef Inj 2gm(Ceftazidime)          安全量 : 89 ,基準量 : 178
20240815-22:29:08 - (243)   更新安全基準量 (05318)Tamso SR Cap 0.2mg(Tamsulosin)         安全量 : 2244 ,基準量 : 4488
20240815-22:29:08 - (244)   更新安全基準量 (20634)Simbrinza Eye Drop 5ml                 安全量 : 28 ,基準量 : 56
20240815-22:29:08 - (244)   更新安全基準量 (08255)Naldebain ER Inj 150mg/2ml             安全量 : 1 ,基準量 : 2
20240815-22:29:08 - (245)   更新安全基準量 (07292)Edarbi Tab 40mg(Azilsartan)            安全量 : 948 ,基準量 : 1897
20240815-22:29:08 - (246)   更新安全基準量 (31111)Zelnite Inj 100mg/2ml(Selenite)        安全量 : 20 ,基準量 : 40
20240815-22:29:08 - (247)   更新安全基準量 (11402)Rosis Inj 20mg/2ml(Furosemide)         安全量 : 693 ,基準量 : 1386
20240815-22:29:08 - (248)   更新安全基準量 (21363)40mg Febuton Tab(Febuxostat)           安全量 : 2305 ,基準量 : 4610
20240815-22:29:08 - (249)   更新安全基準量 (03106)NEOMYCIN Sulfate Oint 0.5% 28gm        安全量 : 448 ,基準量 : 896
20240815-22:29:08 - (250)   更新安全基準量 (06258)90mg Ticagrelor Tab (Brilinta)         安全量 : 272 ,基準量 : 545
20240815-22:29:08 - (251)   更新安全基準量 (05022)Evoxac Cap 30mg(Cevimeline)            安全量 : 512 ,基準量 : 1025
20240815-22:29:08 - (252)   更新安全基準量 (09071)5% Teiria Gel 40gm                     安全量 : 200 ,基準量 : 401
20240815-22:29:08 - (253)   更新安全基準量 (08388)25mg Utapine Tab(Quetiapine)           安全量 : 2021 ,基準量 : 4042
20240815-22:29:08 - (254)   更新安全基準量 (06409)Syntam Tab 1.2gm(Piracetam)            安全量 : 5268 ,基準量 : 10537
20240815-22:29:08 - (255)   更新安全基準量 (07340)N.T.G. Premixed Inj 50mg/250ml         安全量 : 20 ,基準量 : 40
20240815-22:29:08 - (256)   更新安全基準量 (18108)Tetanus Toxoid Inj 0.5ml               安全量 : 79 ,基準量 : 158
20240815-22:29:08 - (257)   更新安全基準量 (30028)PPN_Smofkabiven Emulsion 1448ml        安全量 : 14 ,基準量 : 29
20240815-22:29:08 - (258)   更新安全基準量 (07078)Tambocor Tab 100mg(Flecainide)         安全量 : 869 ,基準量 : 1739
20240815-22:29:09 - (259)   更新安全基準量 (08219)Nalbuphine HCl Inj 10mg/ml             安全量 : 229 ,基準量 : 458
20240815-22:29:09 - (260)   更新安全基準量 (05277)RAPIhaler Symbicort 120dose            安全量 : 8 ,基準量 : 17
20240815-22:29:09 - (261)   更新安全基準量 (07344)Plestar Tab 100mg (Cilostazol)         安全量 : 1128 ,基準量 : 2257
20240815-22:29:09 - (262)   更新安全基準量 (07159)20mg Atorcal Tab(Atorvastatin)         安全量 : 1552 ,基準量 : 3105
20240815-22:29:09 - (263)   更新安全基準量 (13483)OKmilon Inj 0.25mg(Palonosetron)       安全量 : 14 ,基準量 : 28
20240815-22:29:09 - (264)   更新安全基準量 (50088)Cefepime inj 2gm "TBC"                 安全量 : 27 ,基準量 : 54
20240815-22:29:09 - (265)   更新安全基準量 (07252)Biso Tab 5mg(Bisoprolol)               安全量 : 5331 ,基準量 : 10663
20240815-22:29:09 - (266)   更新安全基準量 (20635)0.03% Lumigan PF EyeDrop 30s/box       安全量 : 14 ,基準量 : 29
20240815-22:29:09 - (266)   更新安全基準量 (16158)Nebido Inj 1000mg/4ml                  安全量 : 1 ,基準量 : 1
20240815-22:29:09 - (267)   更新安全基準量 (06245)10mg Xarelto Tab(Rivaroxaban)          安全量 : 138 ,基準量 : 277
20240815-22:29:09 - (268)   更新安全基準量 (30032)Bfluid Inj 1000ml                      安全量 : 25 ,基準量 : 50
20240815-22:29:09 - (269)   更新安全基準量 (06244)Trand Cap 250mg(Tranexamic Acid)       安全量 : 3412 ,基準量 : 6825
20240815-22:29:09 - (270)   更新安全基準量 (21061)CellCept Cap 250mg                     安全量 : 216 ,基準量 : 432
20240815-22:29:09 - (271)   更新安全基準量 (21279)Febuton Tab 80mg(Febuxostat)           安全量 : 1086 ,基準量 : 2173
20240815-22:29:09 - (272)   更新安全基準量 (05010)Exelon Cap 1.5mg(Rivastigmine)         安全量 : 244 ,基準量 : 488
20240815-22:29:09 - (273)   更新安全基準量 (03981)Seforce Inj 400mg/200ml "N.K"          安全量 : 17 ,基準量 : 35
20240815-22:29:09 - (274)   更新安全基準量 (20092)0.01% Lumigan Oph Sol 3ml              安全量 : 16 ,基準量 : 33
20240815-22:29:09 - (275)   更新安全基準量 (09204)Bokey EM cap 100mg (Aspirin)           安全量 : 9074 ,基準量 : 18149
20240815-22:29:09 - (276)   更新安全基準量 (03657)500mg Melopen Inj(Meropenem)           安全量 : 61 ,基準量 : 122
20240815-22:29:09 - (277)   更新安全基準量 (21152)Proleak Tab 5mg(Finasteride)           安全量 : 1115 ,基準量 : 2230
20240815-22:29:09 - (278)   更新安全基準量 (07096)Holdipine Inj (BAG) 40mg/200ml         安全量 : 16 ,基準量 : 33
20240815-22:29:09 - (279)   更新安全基準量 (21348)0.1% Protopic Oint 10gm                安全量 : 18 ,基準量 : 36
20240815-22:29:09 - (280)   更新安全基準量 (13472)Kascoal Tab 40mg                       安全量 : 17705 ,基準量 : 35410
20240815-22:29:09 - (281)   更新安全基準量 (03633)Colimycin Inj 66.8mg(2MU)              安全量 : 19 ,基準量 : 39
20240815-22:29:09 - (282)   更新安全基準量 (07161)Rozinin Tab 20mg(Rosuvastatin)         安全量 : 512 ,基準量 : 1024
20240815-22:29:09 - (283)   更新安全基準量 (16182)Yasmin Tab (Dro 3mg+Eth 0.03mg)        安全量 : 15 ,基準量 : 31
20240815-22:29:09 - (284)   更新安全基準量 (31104)Addaven Inj 10ml                       安全量 : 58 ,基準量 : 116
20240815-22:29:09 - (285)   更新安全基準量 (06407)Syntam Granules 2.4gm(Piracetam)       安全量 : 1107 ,基準量 : 2215
20240815-22:29:09 - (286)   更新安全基準量 (06239)Cofarin Tab 1mg (Warfarin)             安全量 : 2488 ,基準量 : 4976
20240815-22:29:09 - (287)   更新安全基準量 (03641)U-VANCO Inj 1gm(Vancomycin)            安全量 : 57 ,基準量 : 114
20240815-22:29:09 - (288)   更新安全基準量 (12111)125mg Thoin S.R.M.C.                   安全量 : 4389 ,基準量 : 8778
20240815-22:29:09 - (289)   更新安全基準量 (08376)30mg Cymbalta Cap(Duloxetine)          安全量 : 442 ,基準量 : 885
20240815-22:29:09 - (290)   更新安全基準量 (03443)Betamycin Inj 3.375gm                  安全量 : 61 ,基準量 : 122
20240815-22:29:09 - (291)   更新安全基準量 (03344)Cefadroxil Cap 500mg "TBC"(S.T.)       安全量 : 4272 ,基準量 : 8545
20240815-22:29:09 - (292)   更新安全基準量 (12090)Liq.Brown Mixture 120ml"CENTER"        安全量 : 289 ,基準量 : 578
20240815-22:29:09 - (293)   更新安全基準量 (07268)Micardis Tab 80mg(Telmisartan)         安全量 : 1044 ,基準量 : 2088
20240815-22:29:09 - (294)   更新安全基準量 (07147)Omacor Soft Cap 1000mg                 安全量 : 121 ,基準量 : 242
20240815-22:29:09 - (295)   更新安全基準量 (03617)Targocid Inj 200mg(Teicoplanin)        安全量 : 25 ,基準量 : 51
20240815-22:29:09 - (296)   更新安全基準量 (09046)Acemet Cap 60mg(Acemetacin)            安全量 : 4171 ,基準量 : 8342
20240815-22:29:09 - (297)   更新安全基準量 (12091)Zcough Cap 100mg(Benzonatate)          安全量 : 4039 ,基準量 : 8079
20240815-22:29:09 - (298)   更新安全基準量 (11407)Spironolactone Tab 25mg                安全量 : 4241 ,基準量 : 8483
20240815-22:29:09 - (299)   更新安全基準量 (12045)Cough Mixture Sol 120ml                安全量 : 283 ,基準量 : 566
20240815-22:29:09 - (300)   更新安全基準量 (13448)Salazine Tab 500mg                     安全量 : 2655 ,基準量 : 5310
20240815-22:29:09 - (301)   更新安全基準量 (13212)Dimotil Repe Tab 212.5mg/5mg           安全量 : 3598 ,基準量 : 7197
20240815-22:29:09 - (302)   更新安全基準量 (03904)Plaquenil F.C.Tab 200mg                安全量 : 3514 ,基準量 : 7029
20240815-22:29:09 - (303)   更新安全基準量 (03352)2gm Cetaxime Inj(Cefotaxime)           安全量 : 36 ,基準量 : 72
20240815-22:29:09 - (304)   更新安全基準量 (11401)Furosemide Tab 40mg(Rosis)             安全量 : 4555 ,基準量 : 9111
20240815-22:29:09 - (305)   更新安全基準量 (16034)DoNISON Tab 5mg(Prednisolone)          安全量 : 8340 ,基準量 : 16680
20240815-22:29:09 - (306)   更新安全基準量 (16371)(FlexPen)NovoMix 30 300u/3ml           安全量 : 26 ,基準量 : 53
20240815-22:29:09 - (307)   更新安全基準量 (03915)1gm Lofatin Inj(Cefoxitin)             安全量 : 148 ,基準量 : 297
20240815-22:29:09 - (308)   更新安全基準量 (07305)Nitroglycerin Tab 0.6mg 25#/Bot        安全量 : 54 ,基準量 : 108
20240815-22:29:09 - (309)   更新安全基準量 (18327)Varivax Inj (SELF-PAY)                 安全量 : 3 ,基準量 : 7
20240815-22:29:09 - (310)   更新安全基準量 (05438)Caricalm Tab 175/350/32mg              安全量 : 2674 ,基準量 : 5349
20240815-22:29:09 - (311)   更新安全基準量 (20048)Timoptol XE eye drop 0.5% 2.5ml        安全量 : 62 ,基準量 : 124
20240815-22:29:09 - (312)   更新安全基準量 (07155)Agitin Tab 10/20mg                     安全量 : 719 ,基準量 : 1438
20240815-22:29:09 - (313)   更新安全基準量 (13208)Antibiophilus Cap 250mg                安全量 : 907 ,基準量 : 1815
20240815-22:29:09 - (314)   更新安全基準量 (11412)Glycerol Inj 250ml/Bag "N.K."          安全量 : 102 ,基準量 : 205
20240815-22:29:09 - (315)   更新安全基準量 (08746)5mg Aritero Tab(Aripiprazole)          安全量 : 266 ,基準量 : 532
20240815-22:29:09 - (316)   更新安全基準量 (16328)Uformin Tab 500mg(Metformin HCl)       安全量 : 3791 ,基準量 : 7582
20240815-22:29:09 - (317)   更新安全基準量 (05150)Bevespi Aerosphere INH 120puffs        安全量 : 5 ,基準量 : 10
20240815-22:29:09 - (318)   更新安全基準量 (07122)Nobar Tab 5mg(Amlodipine)              安全量 : 4588 ,基準量 : 9177
20240815-22:29:09 - (319)   更新安全基準量 (06255)20mg Xarelto Tab(Rivaroxaban)          安全量 : 121 ,基準量 : 242
20240815-22:29:09 - (319)   更新安全基準量 (21390)Beovu Inj 120mg/ml(Brolucizumab)       安全量 : 1 ,基準量 : 1
20240815-22:29:09 - (320)   更新安全基準量 (20036)Pred Forte Acetate Eye Drop 1%         安全量 : 79 ,基準量 : 159
20240815-22:29:10 - (321)   更新安全基準量 (21185)24mg Nilasen Tab(Betahistine)          安全量 : 3814 ,基準量 : 7629
20240815-22:29:10 - (322)   更新安全基準量 (16029)40mg Medason Inj                       安全量 : 205 ,基準量 : 411
20240815-22:29:10 - (323)   更新安全基準量 (07002)Amiodarone HCl Inj 150mg/3ml           安全量 : 60 ,基準量 : 121
20240815-22:29:10 - (324)   更新安全基準量 (09083)Difflam Forte Throat Spray             安全量 : 23 ,基準量 : 46
20240815-22:29:10 - (325)   更新安全基準量 (16145)Androgel Gel 1% 50mg/5g                安全量 : 48 ,基準量 : 97
20240815-22:29:10 - (326)   更新安全基準量 (03671)Teiyu Inj 400mg(Teicoplanin)           安全量 : 8 ,基準量 : 16
20240815-22:29:10 - (327)   更新安全基準量 (13465)Panho Enteric F.C.Tab 40mg             安全量 : 757 ,基準量 : 1514
20240815-22:29:10 - (328)   更新安全基準量 (05024)Salicret FC Tab 5mg(Pilocarpine)       安全量 : 661 ,基準量 : 1322
20240815-22:29:10 - (329)   更新安全基準量 (04204)Methotrexate Sodium Tab 2.5mg          安全量 : 1302 ,基準量 : 2604
20240815-22:29:10 - (330)   更新安全基準量 (13334)Forlax 10gm/pkg(Macrogol 4000)         安全量 : 996 ,基準量 : 1993
20240815-22:29:10 - (331)   更新安全基準量 (16038)Dexamethasone Inj 5mg/ml "CCPC"        安全量 : 444 ,基準量 : 888
20240815-22:29:10 - (332)   更新安全基準量 (05252)Foster MDI 100/6mcg/dose               安全量 : 9 ,基準量 : 19
20240815-22:29:10 - (333)   更新安全基準量 (13217)Silymarin Cap 150mg "BIOME"            安全量 : 6095 ,基準量 : 12191
20240815-22:29:10 - (334)   更新安全基準量 (03425)Amoxicillin Cap 250mg                  安全量 : 2832 ,基準量 : 5665
20240815-22:29:10 - (335)   更新安全基準量 (07045)10mg PROPranolol Tab                   安全量 : 8935 ,基準量 : 17870
20240815-22:29:10 - (336)   更新安全基準量 (07503)Nebilet Tab 5mg(Nebivolol)             安全量 : 2052 ,基準量 : 4104
20240815-22:29:10 - (337)   更新安全基準量 (20362)Folux Foaming Sol 5% 90ml              安全量 : 4 ,基準量 : 8
20240815-22:29:10 - (338)   更新安全基準量 (05238)Gendobu Inj 250mg/20ml                 安全量 : 55 ,基準量 : 111
20240815-22:29:10 - (338)   更新安全基準量 (08739)525mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240815-22:29:10 - (339)   更新安全基準量 (21098)Neuquinon Tab 10mg(Ubidecarenone       安全量 : 2353 ,基準量 : 4706
20240815-22:29:10 - (340)   更新安全基準量 (09004)Acetaminophen Syrup 60ml 24mg/ml       安全量 : 358 ,基準量 : 716
20240815-22:29:10 - (341)   更新安全基準量 (11418)Inspra FC Tab 50mg(Eplerenone)         安全量 : 199 ,基準量 : 399
20240815-22:29:10 - (342)   更新安全基準量 (05287)Enerzair Breezhaler Cap 30's           安全量 : 3 ,基準量 : 7
20240815-22:29:10 - (343)   更新安全基準量 (20415)Aqua Easy Antiseptic Solution 2%       安全量 : 48 ,基準量 : 97
20240815-22:29:10 - (344)   更新安全基準量 (20079)Combigan Eye Drop 5ml                  安全量 : 18 ,基準量 : 36
20240815-22:29:10 - (345)   更新安全基準量 (03357)"2g" Ceftriaxone Sandoz Inj            安全量 : 24 ,基準量 : 48
20240815-22:29:10 - (346)   更新安全基準量 (11034)K-GLU Solution 20mEq/15ml              安全量 : 350 ,基準量 : 700
20240815-22:29:10 - (347)   更新安全基準量 (07073)SEVIKAR HCT tab 20/5/12.5mg            安全量 : 693 ,基準量 : 1386
20240815-22:29:10 - (348)   更新安全基準量 (13347)Conslife Tab                           安全量 : 3781 ,基準量 : 7562
20240815-22:29:10 - (349)   更新安全基準量 (16541)5mg Parsabiv Inj 5mg/ml                安全量 : 6 ,基準量 : 13
20240815-22:29:10 - (350)   更新安全基準量 (16409)50mcg Eltroxin Tab                     安全量 : 3405 ,基準量 : 6810
20240815-22:29:10 - (351)   更新安全基準量 (03627)Zyvox Tab 600mg(Linezolid)             安全量 : 8 ,基準量 : 17
20240815-22:29:10 - (351)   更新安全基準量 (18261)Synagis Inj 50mg/0.5ml                 安全量 : 1 ,基準量 : 1
20240815-22:29:10 - (352)   更新安全基準量 (16350)AMARYL M FC Tab 2/500                  安全量 : 2007 ,基準量 : 4015
20240815-22:29:10 - (352)   更新安全基準量 (08394)100mg Invega Sustenna PR Inj(IM)       安全量 : 1 ,基準量 : 1
20240815-22:29:10 - (353)   更新安全基準量 (08452)50mg Trokendi XR Cap(Topiramate)       安全量 : 381 ,基準量 : 762
20240815-22:29:10 - (354)   更新安全基準量 (03349)Zinforo Inj 600mg(Ceftaroline)         安全量 : 3 ,基準量 : 6
20240815-22:29:10 - (355)   更新安全基準量 (11012)U-Citra Granules 5gm                   安全量 : 709 ,基準量 : 1419
20240815-22:29:10 - (356)   更新安全基準量 (09066)60mg Arcoxia Tab (Etoricoxib)          安全量 : 2036 ,基準量 : 4073
20240815-22:29:10 - (357)   更新安全基準量 (02034)Levozine Tab 5mg(Levocetirizine)       安全量 : 3236 ,基準量 : 6473
20240815-22:29:10 - (358)   更新安全基準量 (20310)TOPSYM Lotion 10gm(Fluocinonide)       安全量 : 84 ,基準量 : 169
20240815-22:29:10 - (359)   更新安全基準量 (13426)Pariet Tab 20mg(Rabeprazole)           安全量 : 957 ,基準量 : 1914
20240815-22:29:10 - (360)   更新安全基準量 (06253)Hemoclot Inj 500mg/5ml                 安全量 : 530 ,基準量 : 1061
20240815-22:29:10 - (361)   更新安全基準量 (03946)Avelox Tab 400mg(Moxifloxacin)         安全量 : 71 ,基準量 : 142
20240815-22:29:10 - (362)   更新安全基準量 (05283)Trimbow INH 120 Dose/Bot               安全量 : 3 ,基準量 : 6
20240815-22:29:10 - (363)   更新安全基準量 (03441)Soonmelt Inj 600mg(AmC)                安全量 : 170 ,基準量 : 340
20240815-22:29:10 - (364)   更新安全基準量 (08455)Neurontin cap 100mg (Gabapentin)       安全量 : 1543 ,基準量 : 3086
20240815-22:29:10 - (365)   更新安全基準量 (09030)Meitan Tab 25mg(Diclofenac Pot.)       安全量 : 8816 ,基準量 : 17633
20240815-22:29:10 - (366)   更新安全基準量 (21247)RAKINson Tab 1mg (Rasagiline)          安全量 : 114 ,基準量 : 228
20240815-22:29:10 - (367)   更新安全基準量 (06307)Urokinase Inj 60000 IU (IMPORT)        安全量 : 4 ,基準量 : 8
20240815-22:29:10 - (368)   更新安全基準量 (03251)VancoVER Cap 125mg(Vancomycin)         安全量 : 77 ,基準量 : 154
20240815-22:29:10 - (369)   更新安全基準量 (05268)Ultibro Breezhaler Cap 30'S            安全量 : 4 ,基準量 : 8
20240815-22:29:10 - (370)   更新安全基準量 (07296)20mg Olsaa FC Tab(Olmesartan)          安全量 : 1019 ,基準量 : 2039
20240815-22:29:10 - (371)   更新安全基準量 (20081)Cravit Oph Sol 5ml(Levofloxacin)       安全量 : 50 ,基準量 : 101
20240815-22:29:10 - (372)   更新安全基準量 (16390)Canaglu Tab 100mg(Canagliflozin)       安全量 : 243 ,基準量 : 486
20240815-22:29:10 - (373)   更新安全基準量 (20645)5ml Vyzulta Eye Drop 0.024%            安全量 : 4 ,基準量 : 9
20240815-22:29:10 - (374)   更新安全基準量 (16393)Soliqua Inj 3ml 100U/50mcg             安全量 : 5 ,基準量 : 10
20240815-22:29:10 - (375)   更新安全基準量 (13458)DiPHENidol Tab 25mg"Standard"          安全量 : 6933 ,基準量 : 13867
20240815-22:29:10 - (376)   更新安全基準量 (06119)Bloodfull S.C. Tab                     安全量 : 3370 ,基準量 : 6740
20240815-22:29:10 - (377)   更新安全基準量 (05135)Detrusitol SR Cap 4mg                  安全量 : 216 ,基準量 : 432
20240815-22:29:10 - (378)   更新安全基準量 (07088)Adarone Tab 200mg(Amiodarone)          安全量 : 1331 ,基準量 : 2662
20240815-22:29:10 - (379)   更新安全基準量 (07295)80mg Lasovan Tab(Valsartan)            安全量 : 1310 ,基準量 : 2620
20240815-22:29:10 - (380)   更新安全基準量 (07342)Euclidan Tab 50mg (Nicametate)         安全量 : 7420 ,基準量 : 14841
20240815-22:29:10 - (381)   更新安全基準量 (08575)Arax Tab 25mg (Hydroxyzine)            安全量 : 2164 ,基準量 : 4329
20240815-22:29:11 - (382)   更新安全基準量 (13455)Ulban A Gran.(Sucralfate)              安全量 : 718 ,基準量 : 1437
20240815-22:29:11 - (383)   更新安全基準量 (05134)Catilon Tab 40mg(Otilonium Br.)        安全量 : 1849 ,基準量 : 3699
20240815-22:29:11 - (384)   更新安全基準量 (20430)MYCOMB Cream 16gm "SINPHAR"            安全量 : 182 ,基準量 : 364
20240815-22:29:11 - (385)   更新安全基準量 (13349)Evac Enema 118ml                       安全量 : 112 ,基準量 : 224
20240815-22:29:11 - (386)   更新安全基準量 (16502)Vasopressin Inj 20U/ml                 安全量 : 19 ,基準量 : 38
20240815-22:29:11 - (387)   更新安全基準量 (10057)Patent Blue V Inj                      安全量 : 2 ,基準量 : 4
20240815-22:29:11 - (388)   更新安全基準量 (21114)Aescin Gel 15mg/Gm 20gm(Escin)         安全量 : 73 ,基準量 : 147
20240815-22:29:11 - (389)   更新安全基準量 (11141)Miacalcic Inj 50IU(Calcitonin)         安全量 : 50 ,基準量 : 101
20240815-22:29:11 - (390)   更新安全基準量 (12074)Secorine Syrup 120ml/bot               安全量 : 174 ,基準量 : 349
20240815-22:29:11 - (391)   更新安全基準量 (13439)Mosapride Citrate Tab 5mg              安全量 : 2961 ,基準量 : 5923
20240815-22:29:11 - (392)   更新安全基準量 (20028)Kingmin Eye Drop 4% 10ml               安全量 : 346 ,基準量 : 693
20240815-22:29:11 - (393)   更新安全基準量 (03672)Disfect Tab 250mg(Fusidate Sod.)       安全量 : 110 ,基準量 : 220
20240815-22:29:11 - (394)   更新安全基準量 (03207)Mycostatin Oral Susp 100000U/ml        安全量 : 40 ,基準量 : 81
20240815-22:29:11 - (395)   更新安全基準量 (07515)(1.25mg) BISO Tab (Bisoprolol)         安全量 : 8659 ,基準量 : 17319
20240815-22:29:11 - (396)   更新安全基準量 (19015)Folic Acid Tab 5mg                     安全量 : 3088 ,基準量 : 6177
20240815-22:29:11 - (397)   更新安全基準量 (16340)Diazone Tab 15mg(Pioglitazone)         安全量 : 1239 ,基準量 : 2479
20240815-22:29:11 - (398)   更新安全基準量 (20641)UnitDose_Systane Ultra 32's/Box        安全量 : 10 ,基準量 : 21
20240815-22:29:11 - (399)   更新安全基準量 (06406)Fylin Retard F.C. Tab 400mg            安全量 : 3024 ,基準量 : 6048
20240815-22:29:11 - (400)   更新安全基準量 (08617)0.375mg Mirapex PR(Pramipexole)        安全量 : 333 ,基準量 : 667
20240815-22:29:11 - (401)   更新安全基準量 (20098)Azarga Eye Drops 5ml                   安全量 : 19 ,基準量 : 38
20240815-22:29:11 - (402)   更新安全基準量 (12071)Flutafin 200mg(Acetylcysteine)         安全量 : 1872 ,基準量 : 3745
20240815-22:29:11 - (403)   更新安全基準量 (21384)Azaprine Tab 50mg(Azathioprine)        安全量 : 1068 ,基準量 : 2137
20240815-22:29:11 - (404)   更新安全基準量 (20423)Siliverzine Cream 500gm                安全量 : 17 ,基準量 : 34
20240815-22:29:11 - (405)   更新安全基準量 (21158)0.5mg Prograf Cap(Tacrolimus)          安全量 : 60 ,基準量 : 121
20240815-22:29:11 - (406)   更新安全基準量 (16383)AMaMet Tab 2/500mg                     安全量 : 2288 ,基準量 : 4577
20240815-22:29:11 - (407)   更新安全基準量 (11037)Potassium Chloride Inj 15% 5ml         安全量 : 317 ,基準量 : 635
20240815-22:29:11 - (408)   更新安全基準量 (16359)Galvus Tab 50mg(Vildagliptin)          安全量 : 535 ,基準量 : 1071
20240815-22:29:11 - (408)   更新安全基準量 (08362)25mg Risperdal Consta Inj for IM       安全量 : 1 ,基準量 : 3
20240815-22:29:11 - (409)   更新安全基準量 (21385)Spedra Tab 200mg 4's/box               安全量 : 3 ,基準量 : 6
20240815-22:29:11 - (410)   更新安全基準量 (21151)Arheuma Tab 20mg(Leflunomide)          安全量 : 166 ,基準量 : 332
20240815-22:29:11 - (411)   更新安全基準量 (03457)2000mg Oxacillin Sodium Inj            安全量 : 59 ,基準量 : 119
20240815-22:29:11 - (412)   更新安全基準量 (21345)Azilect Tab 1mg(Rasagiline)            安全量 : 91 ,基準量 : 182
20240815-22:29:11 - (412)   更新安全基準量 (10018)Indocyanine Green Inj 25mg             安全量 : 1 ,基準量 : 3
20240815-22:29:11 - (413)   更新安全基準量 (21372)Monkast Granule 4mg(Montelukast)       安全量 : 403 ,基準量 : 806
20240815-22:29:11 - (414)   更新安全基準量 (16346)Januvia Tab 100mg(Sitagliptin)         安全量 : 216 ,基準量 : 433
20240815-22:29:11 - (415)   更新安全基準量 (13462)Asacol Tab 800mg(Mesalazine)           安全量 : 189 ,基準量 : 378
20240815-22:29:11 - (416)   更新安全基準量 (08562)Precedex Inj 200mcg/2ml                安全量 : 11 ,基準量 : 22
20240815-22:29:11 - (417)   更新安全基準量 (08611)1mg Mirapex Tab (Pramipexole)          安全量 : 112 ,基準量 : 224
20240815-22:29:11 - (418)   更新安全基準量 (05313)50 Seretide Evohaler 120dose           安全量 : 6 ,基準量 : 12
20240815-22:29:11 - (419)   更新安全基準量 (12097)Sortuss Cough Liquid 120ml/bot         安全量 : 138 ,基準量 : 276
20240815-22:29:11 - (420)   更新安全基準量 (20429)Zalain External Gel 2% 30ml            安全量 : 25 ,基準量 : 50
20240815-22:29:11 - (421)   更新安全基準量 (21315)Mycocep Cap 250mg(Mycophenolate)       安全量 : 136 ,基準量 : 272
20240815-22:29:11 - (422)   更新安全基準量 (13018)Aluzaine Tab                           安全量 : 2388 ,基準量 : 4777
20240815-22:29:11 - (423)   更新安全基準量 (05247)Midorine Tab 2.5mg(Midodrine)          安全量 : 1131 ,基準量 : 2263
20240815-22:29:11 - (424)   更新安全基準量 (07337)Nirandil Tab 5mg(Nicorandil)           安全量 : 2583 ,基準量 : 5167
20240815-22:29:11 - (425)   更新安全基準量 (05276)NEXThaler Foster 100/6mcg/dose         安全量 : 6 ,基準量 : 12
20240815-22:29:11 - (426)   更新安全基準量 (07164)Ezetimibe Sandoz Tab 10mg              安全量 : 705 ,基準量 : 1411
20240815-22:29:11 - (427)   更新安全基準量 (20061)O.N.S.D. 0.01% 10ml                    安全量 : 330 ,基準量 : 660
20240815-22:29:11 - (427)   更新安全基準量 (21186)Beriplast P Combi-Set 1ml/Box          安全量 : 1 ,基準量 : 1
20240815-22:29:11 - (428)   更新安全基準量 (06137)Ferrin Cap "Y.C."                      安全量 : 937 ,基準量 : 1875
