20240819-21:08:48 - ---------------------------------------------------------------------------
20240819-21:08:49 - 取得急診消耗帳,(2024/05/21 21:08:47-2024/08/19 21:08:47)共<11995>筆
20240819-21:08:57 - (113)   更新安全基準量 (07114)Lipitor Tab 40mg (Atorvastatin)        安全量 : 1834 ,基準量 : 3669
20240819-21:08:57 - (114)   更新安全基準量 (03675)Teicod Inj 200mg (Teicoplanin)         安全量 : 71 ,基準量 : 142
20240819-21:08:57 - (115)   更新安全基準量 (13344)Bowklean Powder 2pkg/Box               安全量 : 35 ,基準量 : 70
20240819-21:08:57 - (116)   更新安全基準量 (05331)8mg Urief Tab (Silodosin)              安全量 : 1707 ,基準量 : 3414
20240819-21:08:57 - (117)   更新安全基準量 (19048)Methycobal Cap 500ug "Eisai"           安全量 : 14766 ,基準量 : 29533
20240819-21:08:57 - (117)   更新安全基準量 (21309)Dupixent Inj 300mg(Dupilumab)          安全量 : 1 ,基準量 : 2
20240819-21:08:57 - (118)   更新安全基準量 (05289)184/55/22mcg_Trelegy Ellipta IH        安全量 : 11 ,基準量 : 22
20240819-21:08:57 - (119)   更新安全基準量 (19061)DailyCare Actibest Tab                 安全量 : 12752 ,基準量 : 25505
20240819-21:08:57 - (120)   更新安全基準量 (06234)Foy Inj 100mg(Gabexate Mesilate)       安全量 : 78 ,基準量 : 156
20240819-21:08:57 - (121)   更新安全基準量 (07297)200mg ENTRESTO FC Tab                  安全量 : 281 ,基準量 : 563
20240819-21:08:57 - (122)   更新安全基準量 (03654)1000mg Melopen Inj(Meropenem)          安全量 : 62 ,基準量 : 125
20240819-21:08:57 - (123)   更新安全基準量 (16395)Qtern Tab 5/10mg                       安全量 : 612 ,基準量 : 1224
20240819-21:08:57 - (124)   更新安全基準量 (03674)Ertapenem Inj 1g"SLC"                  安全量 : 27 ,基準量 : 55
20240819-21:08:57 - (124)   更新安全基準量 (18016)Privigen 10% 50ml(5g)(IVIG)            安全量 : 1 ,基準量 : 3
20240819-21:08:57 - (125)   更新安全基準量 (07135)10mg Atorva FC Tab(Atorvastatin)       安全量 : 4136 ,基準量 : 8272
20240819-21:08:57 - (126)   更新安全基準量 (16385)Oseni Tab 25/30mg                      安全量 : 947 ,基準量 : 1895
20240819-21:08:57 - (127)   更新安全基準量 (08418)Keppra Tab 500mg(Levetiracetam)        安全量 : 884 ,基準量 : 1769
20240819-21:08:57 - (128)   更新安全基準量 (06277)3.75mg Efient Tab(Prasugrel)           安全量 : 443 ,基準量 : 887
20240819-21:08:57 - (129)   更新安全基準量 (05031)Arezil ODT Tab 5mg(Donepezil)          安全量 : 469 ,基準量 : 939
20240819-21:08:57 - (130)   更新安全基準量 (30042)Kinpomin Inj 20g/100ml                 安全量 : 11 ,基準量 : 23
20240819-21:08:57 - (131)   更新安全基準量 (05443)Cisatral Inj 10mg/5ml (IMPORT)         安全量 : 191 ,基準量 : 383
20240819-21:08:57 - (132)   更新安全基準量 (05259)Norepinephrine Inj 4mg/4ml "TY"        安全量 : 169 ,基準量 : 338
20240819-21:08:57 - (133)   更新安全基準量 (03456)Amsulber Inj 1.5gm "CYH"               安全量 : 585 ,基準量 : 1170
20240819-21:08:57 - (134)   更新安全基準量 (07149)Zulitor Tab 4mg(Pitavastatin)          安全量 : 1808 ,基準量 : 3617
20240819-21:08:57 - (135)   更新安全基準量 (03229)Eraxis Inj 100mg(Anidulafungin)        安全量 : 7 ,基準量 : 15
20240819-21:08:57 - (136)   更新安全基準量 (16534)Desmopressin Tab 0.1mg_PMS             安全量 : 472 ,基準量 : 945
20240819-21:08:57 - (137)   更新安全基準量 (31107)Boca Calcium Emulsion 180ml            安全量 : 199 ,基準量 : 398
20240819-21:08:57 - (138)   更新安全基準量 (05421)Sketa Cap                              安全量 : 8891 ,基準量 : 17782
20240819-21:08:57 - (139)   更新安全基準量 (13222)Biofermin-R Powder 1g                  安全量 : 604 ,基準量 : 1208
20240819-21:08:57 - (139)   更新安全基準量 (20084)Ozurdex Intravitreal Implant           安全量 : 1 ,基準量 : 1
20240819-21:08:57 - (140)   更新安全基準量 (21190)Volibris Tab 5mg(Ambrisentan)          安全量 : 4 ,基準量 : 9
20240819-21:08:57 - (141)   更新安全基準量 (21284)Alvolon Tab 500mg(Diosmin)             安全量 : 545 ,基準量 : 1090
20240819-21:08:57 - (142)   更新安全基準量 (07145)Pravafen Hard Cap 40mg/160mg           安全量 : 938 ,基準量 : 1876
20240819-21:08:57 - (143)   更新安全基準量 (06278)15mg Xarelto Tab(Rivaroxaban)          安全量 : 288 ,基準量 : 577
20240819-21:08:57 - (144)   更新安全基準量 (13315)Senokot Tab 7.5mg(Sennoside B)         安全量 : 16973 ,基準量 : 33947
20240819-21:08:57 - (145)   更新安全基準量 (06133)NESP Inj 60mcg/0.5ml(Plastic)          安全量 : 5 ,基準量 : 11
20240819-21:08:57 - (146)   更新安全基準量 (16372)(FlexPen) NovoRapid 300u/3ml           安全量 : 58 ,基準量 : 117
20240819-21:08:57 - (147)   更新安全基準量 (16530)60mcg Minirin Melt Tab                 安全量 : 517 ,基準量 : 1034
20240819-21:08:57 - (148)   更新安全基準量 (05237)Combivent UDV IH Sol 2.5ml             安全量 : 1714 ,基準量 : 3428
20240819-21:08:57 - (149)   更新安全基準量 (03969)1mg Baraclude Tab(Entecavir)           安全量 : 132 ,基準量 : 265
20240819-21:08:57 - (150)   更新安全基準量 (03963)100ml Ciproxin Inj 200mg               安全量 : 45 ,基準量 : 91
20240819-21:08:57 - (151)   更新安全基準量 (07074)Coralan Tab 5mg(Ivabradine)            安全量 : 663 ,基準量 : 1327
20240819-21:08:57 - (152)   更新安全基準量 (21369)Analide Cap 0.5mg(Anagrelide)          安全量 : 109 ,基準量 : 219
20240819-21:08:57 - (153)   更新安全基準量 (21224)Duodart Cap 0.5/0.4mg                  安全量 : 465 ,基準量 : 931
20240819-21:08:57 - (154)   更新安全基準量 (15035)MetaCu Cap 300mg(Trientine)            安全量 : 14 ,基準量 : 29
20240819-21:08:57 - (155)   更新安全基準量 (02045)Lorapseudo 24hr SR FC Tab              安全量 : 1849 ,基準量 : 3698
20240819-21:08:57 - (155)   更新安全基準量 (08763)300mg Abilify Maintena Inj             安全量 : 1 ,基準量 : 3
20240819-21:08:57 - (156)   更新安全基準量 (05254)Berodual N Metered Aerosol             安全量 : 52 ,基準量 : 105
20240819-21:08:57 - (157)   更新安全基準量 (13468)Mosad Tab 5mg (Mosapride)              安全量 : 8972 ,基準量 : 17944
20240819-21:08:57 - (157)   更新安全基準量 (21215)200mg Actemra Inj(Tocilizumab)         安全量 : 1 ,基準量 : 2
20240819-21:08:57 - (158)   更新安全基準量 (09398)Valdoxan Tab 25mg(Agomelatine)         安全量 : 372 ,基準量 : 745
20240819-21:08:57 - (159)   更新安全基準量 (21064)Isotretinoin Cap 20mg                  安全量 : 187 ,基準量 : 374
20240819-21:08:57 - (159)   更新安全基準量 (15029)Praxbind Inj 2.5g(Idarucizumab)        安全量 : 1 ,基準量 : 1
20240819-21:08:57 - (160)   更新安全基準量 (13428)Nexium Tab 40mg(Esomeprazole)          安全量 : 2974 ,基準量 : 5949
20240819-21:08:57 - (161)   更新安全基準量 (50050)Flomoxef Inj 1gm                       安全量 : 59 ,基準量 : 118
20240819-21:08:57 - (161)   更新安全基準量 (08620)Ajovy Inj 225mg(Fremanezumab)          安全量 : 1 ,基準量 : 2
20240819-21:08:57 - (162)   更新安全基準量 (16392)Tresiba FlexTouch 300U/3ml             安全量 : 25 ,基準量 : 51
20240819-21:08:57 - (163)   更新安全基準量 (12078)Alvesco 160 Inhaler(Ciclesonide)       安全量 : 34 ,基準量 : 68
20240819-21:08:57 - (164)   更新安全基準量 (50024)Tamiflu Cap 75mg "CS"(Self-Pay)        安全量 : 129 ,基準量 : 258
20240819-21:08:57 - (164)   更新安全基準量 (08395)150mg Invega Sustenna PR Inj(IM)       安全量 : 1 ,基準量 : 2
20240819-21:08:57 - (165)   更新安全基準量 (21132)Myfortic Tab 180mg                     安全量 : 285 ,基準量 : 571
20240819-21:08:57 - (166)   更新安全基準量 (20064)Alphagan P Oph Sol 0.15% 5ml           安全量 : 60 ,基準量 : 120
20240819-21:08:57 - (167)   更新安全基準量 (12094)Coheal Cap "Standard"                  安全量 : 11947 ,基準量 : 23894
20240819-21:08:57 - (168)   更新安全基準量 (07601)Sevikar 5/40mg F.C. Tab                安全量 : 823 ,基準量 : 1646
20240819-21:08:57 - (169)   更新安全基準量 (50061)Epclusa FC Tab                         安全量 : 4 ,基準量 : 9
20240819-21:08:57 - (170)   更新安全基準量 (07158)(RARE)Repatha Inj 140mg/ml             安全量 : 1 ,基準量 : 3
20240819-21:08:57 - (171)   更新安全基準量 (05240)250 Seretide Evohaler 120dose          安全量 : 18 ,基準量 : 36
20240819-21:08:57 - (172)   更新安全基準量 (05028)Aricept Evess OD Tab 10mg              安全量 : 332 ,基準量 : 665
20240819-21:08:57 - (173)   更新安全基準量 (06296)150mg Pradaxa Cap(Dabigatran)          安全量 : 322 ,基準量 : 644
20240819-21:08:57 - (174)   更新安全基準量 (13109)Famo Tab 20mg(Famotidine)              安全量 : 8715 ,基準量 : 17430
20240819-21:08:57 - (175)   更新安全基準量 (12060)ActEin granules 66.67mg/gm*3gm         安全量 : 7508 ,基準量 : 15016
20240819-21:08:57 - (176)   更新安全基準量 (13466)Dexilant Cap 60mg                      安全量 : 1406 ,基準量 : 2813
20240819-21:08:57 - (177)   更新安全基準量 (03213)Sporanox Cap 100mg(Itraconazole)       安全量 : 845 ,基準量 : 1691
20240819-21:08:57 - (178)   更新安全基準量 (13421)Pantoloc Tab 40mg(Pantoprazole)        安全量 : 1463 ,基準量 : 2926
20240819-21:08:57 - (179)   更新安全基準量 (05327)0.4mg TAMLOSIN PR Tab                  安全量 : 2353 ,基準量 : 4707
20240819-21:08:57 - (180)   更新安全基準量 (31110)"ZM" Calcium Gluconated Tab            安全量 : 5499 ,基準量 : 10998
20240819-21:08:57 - (181)   更新安全基準量 (13019)Algitab Chewable Tab                   安全量 : 4112 ,基準量 : 8225
20240819-21:08:57 - (182)   更新安全基準量 (16352)ACTOSMET Tab 15/850 mg                 安全量 : 1888 ,基準量 : 3776
20240819-21:08:57 - (183)   更新安全基準量 (50079)Cefemax Inj 2gm(Cefepime)              安全量 : 42 ,基準量 : 85
20240819-21:08:57 - (184)   更新安全基準量 (50037)Taigexyn Cap 250mg(Nemonoxacin)        安全量 : 73 ,基準量 : 147
20240819-21:08:57 - (185)   更新安全基準量 (02022)Allegra Tab 60mg(Fexofenadine)         安全量 : 7177 ,基準量 : 14354
20240819-21:08:57 - (186)   更新安全基準量 (03402)AMPOLin Inj 500mg(Ampicillin)          安全量 : 407 ,基準量 : 814
20240819-21:08:57 - (187)   更新安全基準量 (05234)Symbicort Turbuhaler 120dose           安全量 : 12 ,基準量 : 24
20240819-21:08:57 - (188)   更新安全基準量 (21070)1mg Finasteride Tab (Propecia)         安全量 : 157 ,基準量 : 315
20240819-21:08:57 - (189)   更新安全基準量 (07084)(5/20mg) Caduet Tab 5mg/20mg           安全量 : 1075 ,基準量 : 2151
20240819-21:08:57 - (190)   更新安全基準量 (21194)Stronger Neo-Minophagen C Inj          安全量 : 52 ,基準量 : 105
20240819-21:08:57 - (191)   更新安全基準量 (18318)RotaTeq Oral Vaccine 2ml               安全量 : 6 ,基準量 : 13
20240819-21:08:57 - (192)   更新安全基準量 (13325)Dioctahedral Smectite Powder 3gm       安全量 : 1791 ,基準量 : 3582
20240819-21:08:57 - (193)   更新安全基準量 (21018)250mg MaDopar Tab                      安全量 : 1727 ,基準量 : 3455
20240819-21:08:57 - (194)   更新安全基準量 (09001)Depyretin Tab 500mg                    安全量 : 22725 ,基準量 : 45451
20240819-21:08:57 - (195)   更新安全基準量 (20608)Artelac Eye Drop 0.32% 10ml            安全量 : 99 ,基準量 : 198
20240819-21:08:57 - (196)   更新安全基準量 (13415)Takepron OD Tab 30mg                   安全量 : 1121 ,基準量 : 2243
20240819-21:08:57 - (197)   更新安全基準量 (03356)Sintum Inj (ceftazidime) 2gm           安全量 : 101 ,基準量 : 203
20240819-21:08:57 - (198)   更新安全基準量 (08762)Qting Susp 120ml(Quetiapine)           安全量 : 24 ,基準量 : 48
20240819-21:08:57 - (199)   更新安全基準量 (16706)7mg Rybelsus Tab 30's/box              安全量 : 64 ,基準量 : 128
20240819-21:08:57 - (200)   更新安全基準量 (13030)Kremezin Tab 500mg 4#/PKG              安全量 : 59 ,基準量 : 118
20240819-21:08:57 - (201)   更新安全基準量 (16360)Janumet Tab 50/850 mg                  安全量 : 1115 ,基準量 : 2231
20240819-21:08:58 - (202)   更新安全基準量 (50062)Odefsey FC Tab                         安全量 : 19 ,基準量 : 39
20240819-21:08:58 - (203)   更新安全基準量 (03444)Bicillin L-A syringe 2.4MU/4ml         安全量 : 9 ,基準量 : 18
20240819-21:08:58 - (204)   更新安全基準量 (50042)Envir FC Tab 0.5mg(Entecavir)          安全量 : 350 ,基準量 : 700
20240819-21:08:58 - (205)   更新安全基準量 (16378)25mg Jardiance Tab                     安全量 : 380 ,基準量 : 761
20240819-21:08:58 - (206)   更新安全基準量 (08731)40mg Latuda Tab                        安全量 : 244 ,基準量 : 489
20240819-21:08:58 - (206)   更新安全基準量 (08739)525mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240819-21:08:58 - (207)   更新安全基準量 (16004)Solu-Cortef Inj 100mg                  安全量 : 234 ,基準量 : 468
20240819-21:08:58 - (208)   更新安全基準量 (16343)Levemir FlexPen 300u/3ml               安全量 : 24 ,基準量 : 48
20240819-21:08:58 - (209)   更新安全基準量 (11038)Const-K ER Tab 750mg(K+ 10mEq)         安全量 : 999 ,基準量 : 1998
20240819-21:08:58 - (210)   更新安全基準量 (07066)EXFORGE HCT Tab 10/160/25mg            安全量 : 1048 ,基準量 : 2097
20240819-21:08:58 - (211)   更新安全基準量 (16366)Galvus MET Tab 50/850                  安全量 : 1175 ,基準量 : 2351
20240819-21:08:58 - (212)   更新安全基準量 (21338)Montelukast Sandoz Tab 10mg            安全量 : 1669 ,基準量 : 3339
20240819-21:08:58 - (213)   更新安全基準量 (20065)Cosopt Oph Sol 5ml                     安全量 : 34 ,基準量 : 68
20240819-21:08:58 - (214)   更新安全基準量 (07169)10/20mg Cretrol Tab                    安全量 : 809 ,基準量 : 1618
20240819-21:08:58 - (215)   更新安全基準量 (21069)100mg Sildenafil Tab(Viagra)           安全量 : 25 ,基準量 : 50
20240819-21:08:58 - (216)   更新安全基準量 (21036)25mg Neoral Sandimmun Soft Cap         安全量 : 258 ,基準量 : 516
20240819-21:08:58 - (217)   更新安全基準量 (03447)Curam Inj 1.2g                         安全量 : 241 ,基準量 : 483
20240819-21:08:58 - (218)   更新安全基準量 (18247)Boostrix Vaccine 0.5ml                 安全量 : 8 ,基準量 : 17
20240819-21:08:58 - (219)   更新安全基準量 (08426)Keppra Oral Sol 100mg/ml,300ml         安全量 : 7 ,基準量 : 14
20240819-21:08:58 - (220)   更新安全基準量 (05326)0.2mg Tamlosin D Tab (Tamsulosin       安全量 : 2414 ,基準量 : 4829
20240819-21:08:58 - (221)   更新安全基準量 (03947)Valaciclovir Tab 500mg(Valtrex)        安全量 : 197 ,基準量 : 395
20240819-21:08:58 - (222)   更新安全基準量 (16701)Lodiglit Tab 15/850mg                  安全量 : 1625 ,基準量 : 3250
20240819-21:08:58 - (223)   更新安全基準量 (20150)Momenase Nasal Spray 140dose           安全量 : 89 ,基準量 : 178
20240819-21:08:58 - (224)   更新安全基準量 (20085)Liposic Eye Gel 0.2%(Carbomer)         安全量 : 99 ,基準量 : 199
20240819-21:08:58 - (225)   更新安全基準量 (03312)Tatumcef Inj 2gm(Ceftazidime)          安全量 : 97 ,基準量 : 195
20240819-21:08:58 - (226)   更新安全基準量 (50078)Cefotin Inj 2gm(Cefoxitin)             安全量 : 101 ,基準量 : 203
20240819-21:08:58 - (227)   更新安全基準量 (07061)Multaq Tab 400mg(Dronedarone)          安全量 : 192 ,基準量 : 385
20240819-21:08:58 - (228)   更新安全基準量 (07024)Rytmonorm Tab 150mg(Propafenone)       安全量 : 1426 ,基準量 : 2852
20240819-21:08:58 - (229)   更新安全基準量 (13336)GI Klean Powder                        安全量 : 43 ,基準量 : 86
20240819-21:08:58 - (230)   更新安全基準量 (03998)SABS Inj 500mg/100ml                   安全量 : 350 ,基準量 : 701
20240819-21:08:58 - (231)   更新安全基準量 (16511)Glypressin Inj 1mg(Terlipressin)       安全量 : 16 ,基準量 : 32
20240819-21:08:58 - (232)   更新安全基準量 (20416)Enoxolone Gingival Paste 80gm          安全量 : 15 ,基準量 : 30
20240819-21:08:58 - (233)   更新安全基準量 (21216)0.25mg Certican Tab(Everolimus)        安全量 : 103 ,基準量 : 206
20240819-21:08:58 - (234)   更新安全基準量 (03022)Stromectol Tab 3mg(Ivermectin)         安全量 : 40 ,基準量 : 80
20240819-21:08:58 - (235)   更新安全基準量 (07501)Haxasin XL Tab 4mg(Doxazosin)          安全量 : 1476 ,基準量 : 2953
20240819-21:08:58 - (236)   更新安全基準量 (03908)Zovirax Inj 250mg(Acyclovir)           安全量 : 48 ,基準量 : 96
20240819-21:08:58 - (237)   更新安全基準量 (07263)160mg Diovan Tab(Valsartan)            安全量 : 2436 ,基準量 : 4873
20240819-21:08:58 - (238)   更新安全基準量 (05318)Tamso SR Cap 0.2mg(Tamsulosin)         安全量 : 2304 ,基準量 : 4608
20240819-21:08:58 - (239)   更新安全基準量 (07079)Cartil Tab 30mg(Diltiazem)             安全量 : 4776 ,基準量 : 9552
20240819-21:08:58 - (240)   更新安全基準量 (20634)Simbrinza Eye Drop 5ml                 安全量 : 28 ,基準量 : 57
20240819-21:08:58 - (241)   更新安全基準量 (11402)Rosis Inj 20mg/2ml(Furosemide)         安全量 : 723 ,基準量 : 1446
20240819-21:08:58 - (242)   更新安全基準量 (20378)Xamiol Gel 30gm                        安全量 : 17 ,基準量 : 34
20240819-21:08:58 - (243)   更新安全基準量 (18249)Prevenar 13 Susp Inj 0.5ml             安全量 : 2 ,基準量 : 5
20240819-21:08:58 - (244)   更新安全基準量 (31111)Zelnite Inj 100mg/2ml(Selenite)        安全量 : 20 ,基準量 : 41
20240819-21:08:58 - (245)   更新安全基準量 (06258)90mg Ticagrelor Tab (Brilinta)         安全量 : 288 ,基準量 : 576
20240819-21:08:58 - (245)   更新安全基準量 (08255)Naldebain ER Inj 150mg/2ml             安全量 : 1 ,基準量 : 2
20240819-21:08:58 - (246)   更新安全基準量 (11206)Duphalac Sol 300ml(Lactulose)          安全量 : 126 ,基準量 : 252
20240819-21:08:58 - (247)   更新安全基準量 (06409)Syntam Tab 1.2gm(Piracetam)            安全量 : 5486 ,基準量 : 10972
20240819-21:08:58 - (248)   更新安全基準量 (50088)Cefepime inj 2gm "TBC"                 安全量 : 29 ,基準量 : 59
20240819-21:08:58 - (249)   更新安全基準量 (07292)Edarbi Tab 40mg(Azilsartan)            安全量 : 937 ,基準量 : 1874
20240819-21:08:58 - (250)   更新安全基準量 (09071)5% Teiria Gel 40gm                     安全量 : 204 ,基準量 : 409
20240819-21:08:58 - (251)   更新安全基準量 (07089)Co-Midis Tab 80/5mg                    安全量 : 1167 ,基準量 : 2334
20240819-21:08:58 - (252)   更新安全基準量 (03106)NEOMYCIN Sulfate Oint 0.5% 28gm        安全量 : 446 ,基準量 : 893
20240819-21:08:58 - (253)   更新安全基準量 (20635)0.03% Lumigan PF EyeDrop 30s/box       安全量 : 15 ,基準量 : 30
20240819-21:08:58 - (254)   更新安全基準量 (08388)25mg Utapine Tab(Quetiapine)           安全量 : 2038 ,基準量 : 4076
20240819-21:08:58 - (255)   更新安全基準量 (03633)Colimycin Inj 66.8mg(2MU)              安全量 : 23 ,基準量 : 46
20240819-21:08:58 - (256)   更新安全基準量 (05022)Evoxac Cap 30mg(Cevimeline)            安全量 : 512 ,基準量 : 1025
20240819-21:08:58 - (257)   更新安全基準量 (21363)40mg Febuton Tab(Febuxostat)           安全量 : 2268 ,基準量 : 4537
20240819-21:08:58 - (258)   更新安全基準量 (03981)Seforce Inj 400mg/200ml "N.K"          安全量 : 19 ,基準量 : 39
20240819-21:08:58 - (259)   更新安全基準量 (07159)20mg Atorcal Tab(Atorvastatin)         安全量 : 1578 ,基準量 : 3157
20240819-21:08:58 - (260)   更新安全基準量 (07340)N.T.G. Premixed Inj 50mg/250ml         安全量 : 19 ,基準量 : 39
20240819-21:08:58 - (261)   更新安全基準量 (18108)Tetanus Toxoid Inj 0.5ml               安全量 : 77 ,基準量 : 155
20240819-21:08:58 - (262)   更新安全基準量 (21061)CellCept Cap 250mg                     安全量 : 231 ,基準量 : 462
20240819-21:08:58 - (263)   更新安全基準量 (08219)Nalbuphine HCl Inj 10mg/ml             安全量 : 227 ,基準量 : 454
20240819-21:08:58 - (264)   更新安全基準量 (03617)Targocid Inj 200mg(Teicoplanin)        安全量 : 26 ,基準量 : 52
20240819-21:08:58 - (265)   更新安全基準量 (05277)RAPIhaler Symbicort 120dose            安全量 : 8 ,基準量 : 17
20240819-21:08:58 - (266)   更新安全基準量 (07078)Tambocor Tab 100mg(Flecainide)         安全量 : 838 ,基準量 : 1677
20240819-21:08:58 - (266)   更新安全基準量 (16158)Nebido Inj 1000mg/4ml                  安全量 : 1 ,基準量 : 1
20240819-21:08:58 - (267)   更新安全基準量 (06245)10mg Xarelto Tab(Rivaroxaban)          安全量 : 138 ,基準量 : 277
20240819-21:08:58 - (268)   更新安全基準量 (06244)Trand Cap 250mg(Tranexamic Acid)       安全量 : 3493 ,基準量 : 6987
20240819-21:08:58 - (269)   更新安全基準量 (07344)Plestar Tab 100mg (Cilostazol)         安全量 : 1096 ,基準量 : 2192
20240819-21:08:58 - (270)   更新安全基準量 (30032)Bfluid Inj 1000ml                      安全量 : 25 ,基準量 : 50
20240819-21:08:58 - (271)   更新安全基準量 (07252)Biso Tab 5mg(Bisoprolol)               安全量 : 5190 ,基準量 : 10381
20240819-21:08:58 - (272)   更新安全基準量 (05010)Exelon Cap 1.5mg(Rivastigmine)         安全量 : 254 ,基準量 : 508
20240819-21:08:58 - (273)   更新安全基準量 (03657)500mg Melopen Inj(Meropenem)           安全量 : 64 ,基準量 : 128
20240819-21:08:58 - (274)   更新安全基準量 (30028)PPN_Smofkabiven Emulsion 1448ml        安全量 : 13 ,基準量 : 27
20240819-21:08:58 - (275)   更新安全基準量 (13483)OKmilon Inj 0.25mg(Palonosetron)       安全量 : 13 ,基準量 : 26
20240819-21:08:58 - (276)   更新安全基準量 (21152)Proleak Tab 5mg(Finasteride)           安全量 : 1154 ,基準量 : 2308
20240819-21:08:58 - (277)   更新安全基準量 (20092)0.01% Lumigan Oph Sol 3ml              安全量 : 16 ,基準量 : 32
20240819-21:08:58 - (278)   更新安全基準量 (21279)Febuton Tab 80mg(Febuxostat)           安全量 : 1068 ,基準量 : 2136
20240819-21:08:58 - (279)   更新安全基準量 (13472)Kascoal Tab 40mg                       安全量 : 17803 ,基準量 : 35606
20240819-21:08:58 - (280)   更新安全基準量 (03641)U-VANCO Inj 1gm(Vancomycin)            安全量 : 58 ,基準量 : 117
20240819-21:08:58 - (281)   更新安全基準量 (03443)Betamycin Inj 3.375gm                  安全量 : 54 ,基準量 : 109
20240819-21:08:58 - (282)   更新安全基準量 (07161)Rozinin Tab 20mg(Rosuvastatin)         安全量 : 512 ,基準量 : 1025
20240819-21:08:58 - (283)   更新安全基準量 (09204)Bokey EM cap 100mg (Aspirin)           安全量 : 8608 ,基準量 : 17216
20240819-21:08:58 - (284)   更新安全基準量 (21348)0.1% Protopic Oint 10gm                安全量 : 18 ,基準量 : 36
20240819-21:08:58 - (285)   更新安全基準量 (12111)125mg Thoin S.R.M.C.                   安全量 : 4503 ,基準量 : 9007
20240819-21:08:58 - (286)   更新安全基準量 (16371)(FlexPen)NovoMix 30 300u/3ml           安全量 : 25 ,基準量 : 50
20240819-21:08:58 - (287)   更新安全基準量 (31104)Addaven Inj 10ml                       安全量 : 56 ,基準量 : 113
20240819-21:08:58 - (288)   更新安全基準量 (16182)Yasmin Tab (Dro 3mg+Eth 0.03mg)        安全量 : 15 ,基準量 : 30
20240819-21:08:58 - (289)   更新安全基準量 (06407)Syntam Granules 2.4gm(Piracetam)       安全量 : 1070 ,基準量 : 2140
20240819-21:08:58 - (290)   更新安全基準量 (03344)Cefadroxil Cap 500mg "TBC"(S.T.)       安全量 : 3623 ,基準量 : 7246
20240819-21:08:58 - (291)   更新安全基準量 (08376)30mg Cymbalta Cap(Duloxetine)          安全量 : 438 ,基準量 : 876
20240819-21:08:58 - (292)   更新安全基準量 (07268)Micardis Tab 80mg(Telmisartan)         安全量 : 881 ,基準量 : 1763
20240819-21:08:58 - (293)   更新安全基準量 (07096)Holdipine Inj (BAG) 40mg/200ml         安全量 : 15 ,基準量 : 30
20240819-21:08:58 - (294)   更新安全基準量 (07147)Omacor Soft Cap 1000mg                 安全量 : 102 ,基準量 : 204
20240819-21:08:58 - (295)   更新安全基準量 (03352)2gm Cetaxime Inj(Cefotaxime)           安全量 : 31 ,基準量 : 62
20240819-21:08:58 - (296)   更新安全基準量 (12090)Liq.Brown Mixture 120ml"CENTER"        安全量 : 239 ,基準量 : 479
20240819-21:08:58 - (297)   更新安全基準量 (12091)Zcough Cap 100mg(Benzonatate)          安全量 : 3422 ,基準量 : 6844
20240819-21:08:58 - (298)   更新安全基準量 (12045)Cough Mixture Sol 120ml                安全量 : 240 ,基準量 : 480
20240819-21:08:58 - (299)   更新安全基準量 (09046)Acemet Cap 60mg(Acemetacin)            安全量 : 3503 ,基準量 : 7006
20240819-21:08:58 - (300)   更新安全基準量 (13448)Salazine Tab 500mg                     安全量 : 2255 ,基準量 : 4511
20240819-21:08:58 - (301)   更新安全基準量 (06255)20mg Xarelto Tab(Rivaroxaban)          安全量 : 111 ,基準量 : 223
20240819-21:08:58 - (302)   更新安全基準量 (11407)Spironolactone Tab 25mg                安全量 : 3500 ,基準量 : 7000
20240819-21:08:59 - (303)   更新安全基準量 (03904)Plaquenil F.C.Tab 200mg                安全量 : 2967 ,基準量 : 5934
20240819-21:08:59 - (304)   更新安全基準量 (13208)Antibiophilus Cap 250mg                安全量 : 799 ,基準量 : 1599
20240819-21:08:59 - (305)   更新安全基準量 (06239)Cofarin Tab 1mg (Warfarin)             安全量 : 2236 ,基準量 : 4472
20240819-21:08:59 - (306)   更新安全基準量 (03915)1gm Lofatin Inj(Cefoxitin)             安全量 : 127 ,基準量 : 254
20240819-21:08:59 - (307)   更新安全基準量 (16034)DoNISON Tab 5mg(Prednisolone)          安全量 : 7069 ,基準量 : 14138
20240819-21:08:59 - (308)   更新安全基準量 (13212)Dimotil Repe Tab 212.5mg/5mg           安全量 : 2930 ,基準量 : 5860
20240819-21:08:59 - (309)   更新安全基準量 (11412)Glycerol Inj 250ml/Bag "N.K."          安全量 : 88 ,基準量 : 177
20240819-21:08:59 - (310)   更新安全基準量 (05150)Bevespi Aerosphere INH 120puffs        安全量 : 4 ,基準量 : 9
20240819-21:08:59 - (311)   更新安全基準量 (20048)Timoptol XE eye drop 0.5% 2.5ml        安全量 : 52 ,基準量 : 105
20240819-21:08:59 - (312)   更新安全基準量 (11401)Furosemide Tab 40mg(Rosis)             安全量 : 3750 ,基準量 : 7500
20240819-21:08:59 - (313)   更新安全基準量 (05438)Caricalm Tab 175/350/32mg              安全量 : 2205 ,基準量 : 4411
20240819-21:08:59 - (314)   更新安全基準量 (08746)5mg Aritero Tab(Aripiprazole)          安全量 : 223 ,基準量 : 447
20240819-21:08:59 - (315)   更新安全基準量 (16328)Uformin Tab 500mg(Metformin HCl)       安全量 : 3804 ,基準量 : 7608
