20240816-08:11:02 - ---------------------------------------------------------------------------
20240816-08:11:04 - 取得急診消耗帳,(2024/05/18 08:11:01-2024/08/16 08:11:01)共<11960>筆
20240816-08:11:17 - (301)   更新安全基準量 (03904)Plaquenil F.C.Tab 200mg                安全量 : 2959 ,基準量 : 5919
20240816-08:11:17 - (302)   更新安全基準量 (11401)Furosemide Tab 40mg(Rosis)             安全量 : 3831 ,基準量 : 7663
20240816-08:11:17 - (303)   更新安全基準量 (16034)DoNISON Tab 5mg(Prednisolone)          安全量 : 7021 ,基準量 : 14042
20240816-08:11:17 - (304)   更新安全基準量 (16371)(FlexPen)NovoMix 30 300u/3ml           安全量 : 22 ,基準量 : 44
20240816-08:11:17 - (305)   更新安全基準量 (03915)1gm Lofatin Inj(Cefoxitin)             安全量 : 125 ,基準量 : 250
20240816-08:11:17 - (306)   更新安全基準量 (07305)Nitroglycerin Tab 0.6mg 25#/Bot        安全量 : 45 ,基準量 : 91
20240816-08:11:17 - (307)   更新安全基準量 (18327)Varivax Inj (SELF-PAY)                 安全量 : 3 ,基準量 : 6
20240816-08:11:17 - (308)   更新安全基準量 (05438)Caricalm Tab 175/350/32mg              安全量 : 2252 ,基準量 : 4504
20240816-08:11:17 - (309)   更新安全基準量 (20048)Timoptol XE eye drop 0.5% 2.5ml        安全量 : 52 ,基準量 : 104
20240816-08:11:17 - (310)   更新安全基準量 (13208)Antibiophilus Cap 250mg                安全量 : 764 ,基準量 : 1529
20240816-08:11:17 - (311)   更新安全基準量 (07155)Agitin Tab 10/20mg                     安全量 : 601 ,基準量 : 1202
20240816-08:11:17 - (312)   更新安全基準量 (08746)5mg Aritero Tab(Aripiprazole)          安全量 : 224 ,基準量 : 448
20240816-08:11:17 - (313)   更新安全基準量 (16328)Uformin Tab 500mg(Metformin HCl)       安全量 : 3190 ,基準量 : 6381
20240816-08:11:17 - (314)   更新安全基準量 (05150)Bevespi Aerosphere INH 120puffs        安全量 : 4 ,基準量 : 8
20240816-08:11:17 - (315)   更新安全基準量 (07122)Nobar Tab 5mg(Amlodipine)              安全量 : 4581 ,基準量 : 9163
20240816-08:11:17 - (316)   更新安全基準量 (06255)20mg Xarelto Tab(Rivaroxaban)          安全量 : 121 ,基準量 : 242
20240816-08:11:17 - (316)   更新安全基準量 (21390)Beovu Inj 120mg/ml(Brolucizumab)       安全量 : 1 ,基準量 : 1
20240816-08:11:17 - (317)   更新安全基準量 (20036)Pred Forte Acetate Eye Drop 1%         安全量 : 79 ,基準量 : 159
20240816-08:11:17 - (318)   更新安全基準量 (21185)24mg Nilasen Tab(Betahistine)          安全量 : 3815 ,基準量 : 7630
20240816-08:11:17 - (319)   更新安全基準量 (16029)40mg Medason Inj                       安全量 : 205 ,基準量 : 410
20240816-08:11:17 - (320)   更新安全基準量 (09083)Difflam Forte Throat Spray             安全量 : 23 ,基準量 : 46
20240816-08:11:17 - (321)   更新安全基準量 (11412)Glycerol Inj 250ml/Bag "N.K."          安全量 : 96 ,基準量 : 193
20240816-08:11:17 - (322)   更新安全基準量 (16145)Androgel Gel 1% 50mg/5g                安全量 : 48 ,基準量 : 97
20240816-08:11:17 - (323)   更新安全基準量 (03671)Teiyu Inj 400mg(Teicoplanin)           安全量 : 8 ,基準量 : 16
20240816-08:11:17 - (324)   更新安全基準量 (05024)Salicret FC Tab 5mg(Pilocarpine)       安全量 : 661 ,基準量 : 1322
20240816-08:11:17 - (325)   更新安全基準量 (13465)Panho Enteric F.C.Tab 40mg             安全量 : 756 ,基準量 : 1513
20240816-08:11:17 - (326)   更新安全基準量 (04204)Methotrexate Sodium Tab 2.5mg          安全量 : 1302 ,基準量 : 2604
20240816-08:11:17 - (327)   更新安全基準量 (16038)Dexamethasone Inj 5mg/ml "CCPC"        安全量 : 445 ,基準量 : 890
20240816-08:11:17 - (328)   更新安全基準量 (13334)Forlax 10gm/pkg(Macrogol 4000)         安全量 : 996 ,基準量 : 1993
20240816-08:11:17 - (329)   更新安全基準量 (13217)Silymarin Cap 150mg "BIOME"            安全量 : 6107 ,基準量 : 12214
20240816-08:11:17 - (330)   更新安全基準量 (05252)Foster MDI 100/6mcg/dose               安全量 : 9 ,基準量 : 19
20240816-08:11:17 - (331)   更新安全基準量 (07045)10mg PROPranolol Tab                   安全量 : 8932 ,基準量 : 17864
20240816-08:11:17 - (332)   更新安全基準量 (07503)Nebilet Tab 5mg(Nebivolol)             安全量 : 2051 ,基準量 : 4103
20240816-08:11:17 - (333)   更新安全基準量 (20362)Folux Foaming Sol 5% 90ml              安全量 : 4 ,基準量 : 8
20240816-08:11:17 - (334)   更新安全基準量 (03425)Amoxicillin Cap 250mg                  安全量 : 2812 ,基準量 : 5625
20240816-08:11:17 - (335)   更新安全基準量 (05238)Gendobu Inj 250mg/20ml                 安全量 : 55 ,基準量 : 111
20240816-08:11:17 - (335)   更新安全基準量 (08739)525mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240816-08:11:17 - (336)   更新安全基準量 (21098)Neuquinon Tab 10mg(Ubidecarenone       安全量 : 2353 ,基準量 : 4706
20240816-08:11:17 - (337)   更新安全基準量 (07002)Amiodarone HCl Inj 150mg/3ml           安全量 : 57 ,基準量 : 114
20240816-08:11:17 - (338)   更新安全基準量 (09004)Acetaminophen Syrup 60ml 24mg/ml       安全量 : 359 ,基準量 : 718
20240816-08:11:17 - (339)   更新安全基準量 (11418)Inspra FC Tab 50mg(Eplerenone)         安全量 : 199 ,基準量 : 399
20240816-08:11:17 - (340)   更新安全基準量 (05287)Enerzair Breezhaler Cap 30's           安全量 : 3 ,基準量 : 7
20240816-08:11:17 - (341)   更新安全基準量 (20415)Aqua Easy Antiseptic Solution 2%       安全量 : 48 ,基準量 : 97
20240816-08:11:17 - (342)   更新安全基準量 (20079)Combigan Eye Drop 5ml                  安全量 : 18 ,基準量 : 36
20240816-08:11:17 - (343)   更新安全基準量 (11034)K-GLU Solution 20mEq/15ml              安全量 : 353 ,基準量 : 706
20240816-08:11:17 - (344)   更新安全基準量 (03357)"2g" Ceftriaxone Sandoz Inj            安全量 : 24 ,基準量 : 48
20240816-08:11:17 - (345)   更新安全基準量 (07073)SEVIKAR HCT tab 20/5/12.5mg            安全量 : 693 ,基準量 : 1387
20240816-08:11:17 - (346)   更新安全基準量 (13347)Conslife Tab                           安全量 : 3781 ,基準量 : 7562
20240816-08:11:17 - (347)   更新安全基準量 (16541)5mg Parsabiv Inj 5mg/ml                安全量 : 6 ,基準量 : 13
20240816-08:11:17 - (348)   更新安全基準量 (16409)50mcg Eltroxin Tab                     安全量 : 3405 ,基準量 : 6810
20240816-08:11:17 - (349)   更新安全基準量 (03627)Zyvox Tab 600mg(Linezolid)             安全量 : 8 ,基準量 : 17
20240816-08:11:17 - (349)   更新安全基準量 (18261)Synagis Inj 50mg/0.5ml                 安全量 : 1 ,基準量 : 1
20240816-08:11:17 - (350)   更新安全基準量 (16350)AMARYL M FC Tab 2/500                  安全量 : 2007 ,基準量 : 4014
20240816-08:11:17 - (350)   更新安全基準量 (08394)100mg Invega Sustenna PR Inj(IM)       安全量 : 1 ,基準量 : 1
20240816-08:11:17 - (351)   更新安全基準量 (08452)50mg Trokendi XR Cap(Topiramate)       安全量 : 381 ,基準量 : 762
20240816-08:11:17 - (352)   更新安全基準量 (03349)Zinforo Inj 600mg(Ceftaroline)         安全量 : 3 ,基準量 : 6
20240816-08:11:17 - (353)   更新安全基準量 (11012)U-Citra Granules 5gm                   安全量 : 709 ,基準量 : 1419
20240816-08:11:17 - (354)   更新安全基準量 (09066)60mg Arcoxia Tab (Etoricoxib)          安全量 : 2036 ,基準量 : 4073
20240816-08:11:17 - (355)   更新安全基準量 (02034)Levozine Tab 5mg(Levocetirizine)       安全量 : 3236 ,基準量 : 6473
20240816-08:11:17 - (356)   更新安全基準量 (20310)TOPSYM Lotion 10gm(Fluocinonide)       安全量 : 84 ,基準量 : 169
20240816-08:11:17 - (357)   更新安全基準量 (06253)Hemoclot Inj 500mg/5ml                 安全量 : 533 ,基準量 : 1066
20240816-08:11:17 - (358)   更新安全基準量 (13426)Pariet Tab 20mg(Rabeprazole)           安全量 : 957 ,基準量 : 1914
20240816-08:11:17 - (359)   更新安全基準量 (03441)Soonmelt Inj 600mg(AmC)                安全量 : 172 ,基準量 : 344
20240816-08:11:17 - (360)   更新安全基準量 (03946)Avelox Tab 400mg(Moxifloxacin)         安全量 : 70 ,基準量 : 141
20240816-08:11:17 - (361)   更新安全基準量 (05283)Trimbow INH 120 Dose/Bot               安全量 : 3 ,基準量 : 6
20240816-08:11:17 - (362)   更新安全基準量 (09030)Meitan Tab 25mg(Diclofenac Pot.)       安全量 : 8797 ,基準量 : 17594
20240816-08:11:17 - (363)   更新安全基準量 (08455)Neurontin cap 100mg (Gabapentin)       安全量 : 1526 ,基準量 : 3053
20240816-08:11:17 - (364)   更新安全基準量 (21247)RAKINson Tab 1mg (Rasagiline)          安全量 : 114 ,基準量 : 228
20240816-08:11:17 - (365)   更新安全基準量 (06307)Urokinase Inj 60000 IU (IMPORT)        安全量 : 4 ,基準量 : 8
20240816-08:11:17 - (366)   更新安全基準量 (03251)VancoVER Cap 125mg(Vancomycin)         安全量 : 77 ,基準量 : 154
20240816-08:11:17 - (367)   更新安全基準量 (05268)Ultibro Breezhaler Cap 30'S            安全量 : 4 ,基準量 : 8
20240816-08:11:17 - (368)   更新安全基準量 (20081)Cravit Oph Sol 5ml(Levofloxacin)       安全量 : 50 ,基準量 : 101
20240816-08:11:17 - (369)   更新安全基準量 (07296)20mg Olsaa FC Tab(Olmesartan)          安全量 : 1019 ,基準量 : 2038
20240816-08:11:17 - (370)   更新安全基準量 (16390)Canaglu Tab 100mg(Canagliflozin)       安全量 : 243 ,基準量 : 486
20240816-08:11:17 - (371)   更新安全基準量 (20645)5ml Vyzulta Eye Drop 0.024%            安全量 : 4 ,基準量 : 9
20240816-08:11:17 - (372)   更新安全基準量 (16393)Soliqua Inj 3ml 100U/50mcg             安全量 : 5 ,基準量 : 10
20240816-08:11:17 - (373)   更新安全基準量 (06119)Bloodfull S.C. Tab                     安全量 : 3376 ,基準量 : 6753
20240816-08:11:17 - (374)   更新安全基準量 (13458)DiPHENidol Tab 25mg"Standard"          安全量 : 6923 ,基準量 : 13847
20240816-08:11:17 - (375)   更新安全基準量 (05135)Detrusitol SR Cap 4mg                  安全量 : 216 ,基準量 : 432
20240816-08:11:17 - (376)   更新安全基準量 (07295)80mg Lasovan Tab(Valsartan)            安全量 : 1310 ,基準量 : 2621
20240816-08:11:17 - (377)   更新安全基準量 (07088)Adarone Tab 200mg(Amiodarone)          安全量 : 1328 ,基準量 : 2656
20240816-08:11:17 - (378)   更新安全基準量 (07342)Euclidan Tab 50mg (Nicametate)         安全量 : 7415 ,基準量 : 14830
20240816-08:11:17 - (379)   更新安全基準量 (08575)Arax Tab 25mg (Hydroxyzine)            安全量 : 2164 ,基準量 : 4329
20240816-08:11:17 - (380)   更新安全基準量 (13455)Ulban A Gran.(Sucralfate)              安全量 : 718 ,基準量 : 1437
20240816-08:11:17 - (381)   更新安全基準量 (05134)Catilon Tab 40mg(Otilonium Br.)        安全量 : 1851 ,基準量 : 3703
20240816-08:11:18 - (382)   更新安全基準量 (20430)MYCOMB Cream 16gm "SINPHAR"            安全量 : 181 ,基準量 : 363
20240816-08:11:18 - (383)   更新安全基準量 (13349)Evac Enema 118ml                       安全量 : 112 ,基準量 : 225
20240816-08:11:18 - (384)   更新安全基準量 (10057)Patent Blue V Inj                      安全量 : 2 ,基準量 : 4
20240816-08:11:18 - (385)   更新安全基準量 (21114)Aescin Gel 15mg/Gm 20gm(Escin)         安全量 : 73 ,基準量 : 146
20240816-08:11:18 - (386)   更新安全基準量 (11141)Miacalcic Inj 50IU(Calcitonin)         安全量 : 50 ,基準量 : 101
20240816-08:11:18 - (387)   更新安全基準量 (13439)Mosapride Citrate Tab 5mg              安全量 : 2966 ,基準量 : 5933
20240816-08:11:18 - (388)   更新安全基準量 (12074)Secorine Syrup 120ml/bot               安全量 : 174 ,基準量 : 348
20240816-08:11:18 - (389)   更新安全基準量 (20028)Kingmin Eye Drop 4% 10ml               安全量 : 346 ,基準量 : 692
20240816-08:11:18 - (390)   更新安全基準量 (03672)Disfect Tab 250mg(Fusidate Sod.)       安全量 : 110 ,基準量 : 220
20240816-08:11:18 - (391)   更新安全基準量 (19015)Folic Acid Tab 5mg                     安全量 : 3090 ,基準量 : 6180
20240816-08:11:18 - (392)   更新安全基準量 (03207)Mycostatin Oral Susp 100000U/ml        安全量 : 40 ,基準量 : 81
20240816-08:11:18 - (393)   更新安全基準量 (07515)(1.25mg) BISO Tab (Bisoprolol)         安全量 : 8634 ,基準量 : 17269
20240816-08:11:18 - (394)   更新安全基準量 (16502)Vasopressin Inj 20U/ml                 安全量 : 18 ,基準量 : 36
20240816-08:11:18 - (395)   更新安全基準量 (16340)Diazone Tab 15mg(Pioglitazone)         安全量 : 1233 ,基準量 : 2467
20240816-08:11:18 - (396)   更新安全基準量 (20641)UnitDose_Systane Ultra 32's/Box        安全量 : 10 ,基準量 : 21
20240816-08:11:18 - (397)   更新安全基準量 (06406)Fylin Retard F.C. Tab 400mg            安全量 : 3024 ,基準量 : 6048
20240816-08:11:18 - (398)   更新安全基準量 (08617)0.375mg Mirapex PR(Pramipexole)        安全量 : 333 ,基準量 : 667
20240816-08:11:18 - (399)   更新安全基準量 (12071)Flutafin 200mg(Acetylcysteine)         安全量 : 1876 ,基準量 : 3752
20240816-08:11:18 - (400)   更新安全基準量 (20098)Azarga Eye Drops 5ml                   安全量 : 19 ,基準量 : 38
20240816-08:11:18 - (401)   更新安全基準量 (21384)Azaprine Tab 50mg(Azathioprine)        安全量 : 1068 ,基準量 : 2137
20240816-08:11:18 - (402)   更新安全基準量 (11037)Potassium Chloride Inj 15% 5ml         安全量 : 319 ,基準量 : 638
20240816-08:11:18 - (403)   更新安全基準量 (20423)Siliverzine Cream 500gm                安全量 : 17 ,基準量 : 34
20240816-08:11:18 - (404)   更新安全基準量 (21158)0.5mg Prograf Cap(Tacrolimus)          安全量 : 60 ,基準量 : 121
20240816-08:11:18 - (405)   更新安全基準量 (16383)AMaMet Tab 2/500mg                     安全量 : 2288 ,基準量 : 4577
20240816-08:11:18 - (406)   更新安全基準量 (16359)Galvus Tab 50mg(Vildagliptin)          安全量 : 535 ,基準量 : 1071
20240816-08:11:18 - (406)   更新安全基準量 (08362)25mg Risperdal Consta Inj for IM       安全量 : 1 ,基準量 : 3
20240816-08:11:18 - (407)   更新安全基準量 (21385)Spedra Tab 200mg 4's/box               安全量 : 3 ,基準量 : 6
20240816-08:11:18 - (408)   更新安全基準量 (21151)Arheuma Tab 20mg(Leflunomide)          安全量 : 166 ,基準量 : 332
20240816-08:11:18 - (409)   更新安全基準量 (03457)2000mg Oxacillin Sodium Inj            安全量 : 59 ,基準量 : 119
20240816-08:11:18 - (410)   更新安全基準量 (21345)Azilect Tab 1mg(Rasagiline)            安全量 : 91 ,基準量 : 182
20240816-08:11:18 - (410)   更新安全基準量 (10018)Indocyanine Green Inj 25mg             安全量 : 1 ,基準量 : 3
20240816-08:11:18 - (411)   更新安全基準量 (21372)Monkast Granule 4mg(Montelukast)       安全量 : 403 ,基準量 : 806
20240816-08:11:18 - (412)   更新安全基準量 (16346)Januvia Tab 100mg(Sitagliptin)         安全量 : 216 ,基準量 : 433
20240816-08:11:18 - (413)   更新安全基準量 (13462)Asacol Tab 800mg(Mesalazine)           安全量 : 189 ,基準量 : 378
20240816-08:11:18 - (414)   更新安全基準量 (08562)Precedex Inj 200mcg/2ml                安全量 : 11 ,基準量 : 22
20240816-08:11:18 - (415)   更新安全基準量 (08611)1mg Mirapex Tab (Pramipexole)          安全量 : 112 ,基準量 : 224
20240816-08:11:18 - (416)   更新安全基準量 (05313)50 Seretide Evohaler 120dose           安全量 : 6 ,基準量 : 12
20240816-08:11:18 - (417)   更新安全基準量 (20429)Zalain External Gel 2% 30ml            安全量 : 25 ,基準量 : 50
20240816-08:11:18 - (418)   更新安全基準量 (21315)Mycocep Cap 250mg(Mycophenolate)       安全量 : 136 ,基準量 : 272
20240816-08:11:18 - (419)   更新安全基準量 (12097)Sortuss Cough Liquid 120ml/bot         安全量 : 136 ,基準量 : 273
20240816-08:11:18 - (420)   更新安全基準量 (05247)Midorine Tab 2.5mg(Midodrine)          安全量 : 1132 ,基準量 : 2264
20240816-08:11:18 - (421)   更新安全基準量 (13018)Aluzaine Tab                           安全量 : 2386 ,基準量 : 4773
20240816-08:11:18 - (422)   更新安全基準量 (05276)NEXThaler Foster 100/6mcg/dose         安全量 : 6 ,基準量 : 12
20240816-08:11:18 - (423)   更新安全基準量 (07337)Nirandil Tab 5mg(Nicorandil)           安全量 : 2570 ,基準量 : 5141
20240816-08:11:18 - (424)   更新安全基準量 (07164)Ezetimibe Sandoz Tab 10mg              安全量 : 705 ,基準量 : 1411
20240816-08:11:18 - (425)   更新安全基準量 (20061)O.N.S.D. 0.01% 10ml                    安全量 : 330 ,基準量 : 661
20240816-08:11:18 - (425)   更新安全基準量 (21186)Beriplast P Combi-Set 1ml/Box          安全量 : 1 ,基準量 : 1
20240816-08:11:18 - (426)   更新安全基準量 (06137)Ferrin Cap "Y.C."                      安全量 : 937 ,基準量 : 1875
20240816-08:11:18 - (427)   更新安全基準量 (09102)Urogen Tab 50mg(Phenazopyridine)       安全量 : 2285 ,基準量 : 4570
20240816-08:11:18 - (428)   更新安全基準量 (02029)Cetimin Tab 10mg(Cetirizine)           安全量 : 4421 ,基準量 : 8842
20240816-08:11:18 - (429)   更新安全基準量 (07163)Dehypotin Tab 40mg(Pravastatin)        安全量 : 429 ,基準量 : 858
20240816-08:11:18 - (430)   更新安全基準量 (21100)Comtan Tab 200mg(Entacapone)           安全量 : 330 ,基準量 : 660
20240816-08:11:18 - (431)   更新安全基準量 (20434)15gm Fucidin cream 2% "LEO"            安全量 : 31 ,基準量 : 63
20240816-08:11:18 - (432)   更新安全基準量 (20325)Ureson Cream 16gm                      安全量 : 92 ,基準量 : 184
20240816-08:11:18 - (433)   更新安全基準量 (03360)Zefotam Inj 2gm                        安全量 : 21 ,基準量 : 43
20240816-08:11:18 - (434)   更新安全基準量 (02041)Cetirizine Sol 60mg/60ml"CENTER"       安全量 : 164 ,基準量 : 329
20240816-08:11:18 - (435)   更新安全基準量 (08764)10mg Brintellix Tab_Vortioxetine       安全量 : 105 ,基準量 : 210
20240816-08:11:18 - (436)   更新安全基準量 (11016)Kalimate Powder 5gm/pkg                安全量 : 384 ,基準量 : 769
20240816-08:11:18 - (437)   更新安全基準量 (11422)Torsix Tab 5mg(Torsemide)              安全量 : 1248 ,基準量 : 2497
20240816-08:11:18 - (438)   更新安全基準量 (08338)Zoloft Tab 50mg(Sertraline HCl)        安全量 : 693 ,基準量 : 1386
20240816-08:11:18 - (438)   更新安全基準量 (10059)Primovist Inj 10ml(gadoxetate)         安全量 : 1 ,基準量 : 1
20240816-08:11:18 - (439)   更新安全基準量 (21111)Suzin Cap 10mg(Flunarizine)            安全量 : 1843 ,基準量 : 3686
20240816-08:11:18 - (440)   更新安全基準量 (05249)Easydopa Inj 500ml                     安全量 : 24 ,基準量 : 48
20240816-08:11:18 - (441)   更新安全基準量 (05020)Dampurine Tab 25mg(Bethanechol)        安全量 : 2681 ,基準量 : 5362
20240816-08:11:18 - (442)   更新安全基準量 (11188)Calcium Carbonate Tab 500mg(Y.S)       安全量 : 4929 ,基準量 : 9858
20240816-08:11:18 - (443)   更新安全基準量 (20119)Parmason Gargle Sol 0.2% 200ml         安全量 : 57 ,基準量 : 114
20240816-08:11:18 - (444)   更新安全基準量 (05121)Atrovent Nebules 0.5mg/2ml             安全量 : 698 ,基準量 : 1397
20240816-08:11:18 - (445)   更新安全基準量 (21386)Daflon Tab 1000mg 18's/box             安全量 : 2 ,基準量 : 5
20240816-08:11:18 - (446)   更新安全基準量 (20210)RINDERON-V Cream 0.06% 5gm             安全量 : 125 ,基準量 : 250
20240816-08:11:18 - (446)   更新安全基準量 (16525)5mg Omnitrope Inj(Somatropin)          安全量 : 1 ,基準量 : 3
20240816-08:11:18 - (447)   更新安全基準量 (12109)Xanthium Cap 200mg                     安全量 : 1669 ,基準量 : 3338
20240816-08:11:18 - (448)   更新安全基準量 (07130)LeScol XL Tab 80mg(Fluvastatin)        安全量 : 530 ,基準量 : 1061
20240816-08:11:18 - (449)   更新安全基準量 (19062)1ml Vitamin B Complex Inj(AMP)         安全量 : 246 ,基準量 : 493
20240816-08:11:18 - (450)   更新安全基準量 (20630)Taflotan Eye Drop 2.5ml                安全量 : 15 ,基準量 : 31
20240816-08:11:18 - (451)   更新安全基準量 (50008)Levofloxacin Tab 750mg "P.L."          安全量 : 102 ,基準量 : 204
20240816-08:11:18 - (452)   更新安全基準量 (08771)60mg Duxetine Cap(Duloxetine)          安全量 : 201 ,基準量 : 403
20240816-08:11:18 - (453)   更新安全基準量 (08382)INVEGA ER Tab 6mg(Paliperidone)        安全量 : 29 ,基準量 : 59
20240816-08:11:18 - (454)   更新安全基準量 (31119)Calcium Vitamin D3 Efferv. Tab         安全量 : 4 ,基準量 : 9
20240816-08:11:18 - (455)   更新安全基準量 (20341)Daivobet Oint 30gm(50mcg+0.5mg)        安全量 : 7 ,基準量 : 14
20240816-08:11:18 - (456)   更新安全基準量 (08453)Pregabalina Cap 75mg(Pregabalin)       安全量 : 1673 ,基準量 : 3347
20240816-08:11:18 - (457)   更新安全基準量 (20372)Cividoid Gel 20gm(Heparinoid)          安全量 : 128 ,基準量 : 257
20240816-08:11:18 - (458)   更新安全基準量 (08435)Lygaba Hard Cap 75mg(Pregabalin)       安全量 : 1578 ,基準量 : 3156
20240816-08:11:18 - (459)   更新安全基準量 (13011)Magnesium Oxide Tab 250mg              安全量 : 9416 ,基準量 : 18832
20240816-08:11:18 - (460)   更新安全基準量 (08392)Citao-S Tab 10mg(Escitalopram)         安全量 : 1007 ,基準量 : 2015
20240816-08:11:18 - (461)   更新安全基準量 (03670)Azithrom Susp 600mg/bot                安全量 : 19 ,基準量 : 38
20240816-08:11:18 - (462)   更新安全基準量 (20450)Calskin Oint 30gm(Calcipotriol)        安全量 : 7 ,基準量 : 15
20240816-08:11:18 - (463)   更新安全基準量 (20273)Sulfasil Cream 1% 200gm                安全量 : 21 ,基準量 : 42
20240816-08:11:18 - (464)   更新安全基準量 (03623)Klaricid Tab 500mg                     安全量 : 360 ,基準量 : 721
20240816-08:11:18 - (465)   更新安全基準量 (08609)Stalevo F.C. Tab 100/25/200mg          安全量 : 182 ,基準量 : 365
20240816-08:11:18 - (466)   更新安全基準量 (20321)Skinoren Cream 20%(Azelaic Acid)       安全量 : 16 ,基準量 : 33
20240816-08:11:18 - (467)   更新安全基準量 (08615)Rizatan Tab 5mg(Rizatriptan)           安全量 : 82 ,基準量 : 165
20240816-08:11:18 - (468)   更新安全基準量 (08571)Somn Well XR Tab 2mg(Melatonin)        安全量 : 72 ,基準量 : 144
20240816-08:11:18 - (469)   更新安全基準量 (20062)Xalacom Eye Drop 2.5ml                 安全量 : 5 ,基準量 : 10
20240816-08:11:18 - (470)   更新安全基準量 (05321)Smartgen Tab 2mg                       安全量 : 1225 ,基準量 : 2451
20240816-08:11:18 - (471)   更新安全基準量 (20385)Cleanfleck Cream 5gm                   安全量 : 3 ,基準量 : 7
20240816-08:11:18 - (472)   更新安全基準量 (07291)Olmetec FC Tab 40mg(Olmesartan)        安全量 : 606 ,基準量 : 1213
20240816-08:11:18 - (473)   更新安全基準量 (50076)Moflodal Inj 400mg(Moxifloxacin)       安全量 : 11 ,基準量 : 23
20240816-08:11:18 - (474)   更新安全基準量 (19055)Phytonadione Inj 10mg/ml "TBC"         安全量 : 204 ,基準量 : 409
20240816-08:11:18 - (475)   更新安全基準量 (21356)145mg/36.25mg Numient Cap              安全量 : 43 ,基準量 : 87
20240816-08:11:18 - (476)   更新安全基準量 (09076)Idofen Susp 60ml(Ibuprofen)            安全量 : 166 ,基準量 : 333
20240816-08:11:18 - (477)   更新安全基準量 (13505)Ursolic Tab 100mg                      安全量 : 1644 ,基準量 : 3288
20240816-08:11:19 - (478)   更新安全基準量 (03603)Chloramphenicol Eye Drop 0.25%         安全量 : 330 ,基準量 : 660
20240816-08:11:19 - (479)   更新安全基準量 (11602)50mg Euricon Tab(Benzbromarone)        安全量 : 2950 ,基準量 : 5900
20240816-08:11:19 - (480)   更新安全基準量 (19054)Vitacin Inj 100mg/2ml                  安全量 : 282 ,基準量 : 565
20240816-08:11:19 - (481)   更新安全基準量 (08402)Magnesium Sulfate Inj 10% 20ml         安全量 : 126 ,基準量 : 253
20240816-08:11:19 - (482)   更新安全基準量 (16401)Newmazole Tab 10mg (Carbimazole)       安全量 : 2056 ,基準量 : 4113
20240816-08:11:19 - (482)   更新安全基準量 (21288)Remsima Inj 100mg(Infliximab)          安全量 : 1 ,基準量 : 1
20240816-08:11:19 - (483)   更新安全基準量 (31113)Pan-Osteo Tab                          安全量 : 70 ,基準量 : 140
20240816-08:11:19 - (484)   更新安全基準量 (07282)Chenday Inj 25mg/5ml(Labetalol)        安全量 : 42 ,基準量 : 85
20240816-08:11:19 - (485)   更新安全基準量 (21292)Liphargen Inj 40mg/20ml                安全量 : 27 ,基準量 : 54
20240816-08:11:19 - (486)   更新安全基準量 (05025)10 Exelon Patch                        安全量 : 47 ,基準量 : 94
20240816-08:11:19 - (487)   更新安全基準量 (07203)25mg Hydralazine HCl Tab               安全量 : 1884 ,基準量 : 3768
20240816-08:11:19 - (488)   更新安全基準量 (30035)Cerebrolysin Inj 10ml                  安全量 : 3 ,基準量 : 6
20240816-08:11:19 - (489)   更新安全基準量 (20335)HONMET Oint 0.1% 8gm                   安全量 : 100 ,基準量 : 200
20240816-08:11:19 - (490)   更新安全基準量 (08605)Witgen Tab 10mg(Memantine HCl)         安全量 : 430 ,基準量 : 861
20240816-08:11:19 - (491)   更新安全基準量 (21048)Dinoprostone Vag Tab 3mg (PGE2)        安全量 : 7 ,基準量 : 15
20240816-08:11:19 - (492)   更新安全基準量 (07136)40mg Atorva FC Tab(Atorvastatin)       安全量 : 251 ,基準量 : 502
20240816-08:11:19 - (493)   更新安全基準量 (05130)Mebever Tab 135mg(Mebeverine)          安全量 : 1904 ,基準量 : 3809
20240816-08:11:19 - (494)   更新安全基準量 (08760)1mg Rexulti Tab(Brexpiprazole)         安全量 : 64 ,基準量 : 128
20240816-08:11:19 - (495)   更新安全基準量 (13486)2mg Setron Tab(Granisetron)            安全量 : 15 ,基準量 : 30
20240816-08:11:19 - (496)   更新安全基準量 (03676)Penem for Inj 500mg(Imi/Cil)           安全量 : 14 ,基準量 : 28
20240816-08:11:19 - (497)   更新安全基準量 (13478)Rabett Tab 20mg(Rabeprazole)           安全量 : 481 ,基準量 : 963
20240816-08:11:19 - (498)   更新安全基準量 (16512)Somatosan Inj 3mg                      安全量 : 4 ,基準量 : 9
20240816-08:11:19 - (499)   更新安全基準量 (16342)Anxotos Tab 30mg(Pioglitazone)         安全量 : 561 ,基準量 : 1122
20240816-08:11:19 - (500)   更新安全基準量 (05131)Uridin Tab 2mg(Tolterodine)            安全量 : 544 ,基準量 : 1089
20240816-08:11:19 - (501)   更新安全基準量 (07257)6.25mg Syntrend Tab(Carvedilol)        安全量 : 1571 ,基準量 : 3143
20240816-08:11:19 - (502)   更新安全基準量 (20153)Perioxidin Bioadhesive Gel 50ml        安全量 : 3 ,基準量 : 6
20240816-08:11:19 - (503)   更新安全基準量 (07517)Lizhensin Tab 16mg(Candesartan)        安全量 : 399 ,基準量 : 798
