20240821-21:33:26 - ---------------------------------------------------------------------------
20240821-21:33:27 - 取得急診消耗帳,(2024/05/23 21:33:25-2024/08/21 21:33:25)共<12049>筆
20240821-21:33:40 - (114)   更新安全基準量 (05331)8mg Urief Tab (Silodosin)              安全量 : 542 ,基準量 : 1084
20240821-21:33:40 - (115)   更新安全基準量 (13344)Bowklean Powder 2pkg/Box               安全量 : 10 ,基準量 : 21
20240821-21:33:40 - (116)   更新安全基準量 (03654)1000mg Melopen Inj(Meropenem)          安全量 : 20 ,基準量 : 41
20240821-21:33:40 - (117)   更新安全基準量 (03348)2gm Brosym Inj                         安全量 : 38 ,基準量 : 76
20240821-21:33:40 - (118)   更新安全基準量 (16395)Qtern Tab 5/10mg                       安全量 : 201 ,基準量 : 402
20240821-21:33:40 - (119)   更新安全基準量 (19048)Methycobal Cap 500ug "Eisai"           安全量 : 4629 ,基準量 : 9258
20240821-21:33:40 - (120)   更新安全基準量 (03675)Teicod Inj 200mg (Teicoplanin)         安全量 : 21 ,基準量 : 43
20240821-21:33:40 - (120)   更新安全基準量 (21309)Dupixent Inj 300mg(Dupilumab)          安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (121)   更新安全基準量 (06234)Foy Inj 100mg(Gabexate Mesilate)       安全量 : 25 ,基準量 : 50
20240821-21:33:40 - (122)   更新安全基準量 (05289)184/55/22mcg_Trelegy Ellipta IH        安全量 : 3 ,基準量 : 7
20240821-21:33:40 - (123)   更新安全基準量 (03674)Ertapenem Inj 1g"SLC"                  安全量 : 8 ,基準量 : 17
20240821-21:33:40 - (124)   更新安全基準量 (19061)DailyCare Actibest Tab                 安全量 : 3918 ,基準量 : 7837
20240821-21:33:40 - (125)   更新安全基準量 (07135)10mg Atorva FC Tab(Atorvastatin)       安全量 : 1320 ,基準量 : 2641
20240821-21:33:40 - (126)   更新安全基準量 (08418)Keppra Tab 500mg(Levetiracetam)        安全量 : 283 ,基準量 : 566
20240821-21:33:40 - (126)   更新安全基準量 (18016)Privigen 10% 50ml(5g)(IVIG)            安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (127)   更新安全基準量 (05031)Arezil ODT Tab 5mg(Donepezil)          安全量 : 152 ,基準量 : 304
20240821-21:33:41 - (128)   更新安全基準量 (07297)200mg ENTRESTO FC Tab                  安全量 : 85 ,基準量 : 170
20240821-21:33:41 - (129)   更新安全基準量 (16385)Oseni Tab 25/30mg                      安全量 : 297 ,基準量 : 594
20240821-21:33:41 - (130)   更新安全基準量 (30042)Kinpomin Inj 20g/100ml                 安全量 : 3 ,基準量 : 7
20240821-21:33:41 - (131)   更新安全基準量 (03456)Amsulber Inj 1.5gm "CYH"               安全量 : 185 ,基準量 : 371
20240821-21:33:41 - (132)   更新安全基準量 (05259)Norepinephrine Inj 4mg/4ml "TY"        安全量 : 51 ,基準量 : 103
20240821-21:33:41 - (133)   更新安全基準量 (07149)Zulitor Tab 4mg(Pitavastatin)          安全量 : 559 ,基準量 : 1119
20240821-21:33:41 - (134)   更新安全基準量 (03229)Eraxis Inj 100mg(Anidulafungin)        安全量 : 2 ,基準量 : 4
20240821-21:33:41 - (135)   更新安全基準量 (06278)15mg Xarelto Tab(Rivaroxaban)          安全量 : 96 ,基準量 : 193
20240821-21:33:41 - (136)   更新安全基準量 (16534)Desmopressin Tab 0.1mg_PMS             安全量 : 147 ,基準量 : 294
20240821-21:33:41 - (137)   更新安全基準量 (05443)Cisatral Inj 10mg/5ml (IMPORT)         安全量 : 56 ,基準量 : 113
20240821-21:33:41 - (138)   更新安全基準量 (13222)Biofermin-R Powder 1g                  安全量 : 194 ,基準量 : 388
20240821-21:33:41 - (139)   更新安全基準量 (31107)Boca Calcium Emulsion 180ml            安全量 : 61 ,基準量 : 123
20240821-21:33:41 - (140)   更新安全基準量 (06277)3.75mg Efient Tab(Prasugrel)           安全量 : 124 ,基準量 : 249
20240821-21:33:41 - (141)   更新安全基準量 (05421)Sketa Cap                              安全量 : 2754 ,基準量 : 5509
20240821-21:33:41 - (141)   更新安全基準量 (20084)Ozurdex Intravitreal Implant           安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (142)   更新安全基準量 (21190)Volibris Tab 5mg(Ambrisentan)          安全量 : 1 ,基準量 : 3
20240821-21:33:41 - (143)   更新安全基準量 (13315)Senokot Tab 7.5mg(Sennoside B)         安全量 : 5363 ,基準量 : 10726
20240821-21:33:41 - (144)   更新安全基準量 (16372)(FlexPen) NovoRapid 300u/3ml           安全量 : 18 ,基準量 : 37
20240821-21:33:41 - (145)   更新安全基準量 (03969)1mg Baraclude Tab(Entecavir)           安全量 : 43 ,基準量 : 86
20240821-21:33:41 - (146)   更新安全基準量 (06133)NESP Inj 60mcg/0.5ml(Plastic)          安全量 : 1 ,基準量 : 3
20240821-21:33:41 - (147)   更新安全基準量 (07145)Pravafen Hard Cap 40mg/160mg           安全量 : 291 ,基準量 : 582
20240821-21:33:41 - (148)   更新安全基準量 (16530)60mcg Minirin Melt Tab                 安全量 : 158 ,基準量 : 317
20240821-21:33:41 - (149)   更新安全基準量 (21284)Alvolon Tab 500mg(Diosmin)             安全量 : 164 ,基準量 : 328
20240821-21:33:41 - (150)   更新安全基準量 (05237)Combivent UDV IH Sol 2.5ml             安全量 : 530 ,基準量 : 1061
20240821-21:33:41 - (151)   更新安全基準量 (21224)Duodart Cap 0.5/0.4mg                  安全量 : 150 ,基準量 : 300
20240821-21:33:41 - (152)   更新安全基準量 (03963)100ml Ciproxin Inj 200mg               安全量 : 14 ,基準量 : 28
20240821-21:33:41 - (152)   更新安全基準量 (08395)150mg Invega Sustenna PR Inj(IM)       安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (153)   更新安全基準量 (15035)MetaCu Cap 300mg(Trientine)            安全量 : 4 ,基準量 : 9
20240821-21:33:41 - (154)   更新安全基準量 (07074)Coralan Tab 5mg(Ivabradine)            安全量 : 202 ,基準量 : 405
20240821-21:33:41 - (155)   更新安全基準量 (05254)Berodual N Metered Aerosol             安全量 : 16 ,基準量 : 33
20240821-21:33:41 - (155)   更新安全基準量 (08763)300mg Abilify Maintena Inj             安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (156)   更新安全基準量 (13428)Nexium Tab 40mg(Esomeprazole)          安全量 : 944 ,基準量 : 1889
20240821-21:33:41 - (157)   更新安全基準量 (09398)Valdoxan Tab 25mg(Agomelatine)         安全量 : 117 ,基準量 : 234
20240821-21:33:41 - (158)   更新安全基準量 (13468)Mosad Tab 5mg (Mosapride)              安全量 : 2797 ,基準量 : 5594
20240821-21:33:41 - (159)   更新安全基準量 (02045)Lorapseudo 24hr SR FC Tab              安全量 : 569 ,基準量 : 1139
20240821-21:33:41 - (160)   更新安全基準量 (21070)1mg Finasteride Tab (Propecia)         安全量 : 59 ,基準量 : 118
20240821-21:33:41 - (160)   更新安全基準量 (21215)200mg Actemra Inj(Tocilizumab)         安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (160)   更新安全基準量 (15029)Praxbind Inj 2.5g(Idarucizumab)        安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (161)   更新安全基準量 (50050)Flomoxef Inj 1gm                       安全量 : 18 ,基準量 : 36
20240821-21:33:41 - (161)   更新安全基準量 (08620)Ajovy Inj 225mg(Fremanezumab)          安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (162)   更新安全基準量 (12078)Alvesco 160 Inhaler(Ciclesonide)       安全量 : 10 ,基準量 : 21
20240821-21:33:41 - (163)   更新安全基準量 (50024)Tamiflu Cap 75mg "CS"(Self-Pay)        安全量 : 40 ,基準量 : 81
20240821-21:33:41 - (164)   更新安全基準量 (07601)Sevikar 5/40mg F.C. Tab                安全量 : 264 ,基準量 : 528
20240821-21:33:41 - (165)   更新安全基準量 (08243)Tramacet Tab 37.5/325mg                安全量 : 4701 ,基準量 : 9402
20240821-21:33:41 - (166)   更新安全基準量 (08241)600 Painkyl buccal soluble films       安全量 : 8 ,基準量 : 16
20240821-21:33:41 - (167)   更新安全基準量 (16392)Tresiba FlexTouch 300U/3ml             安全量 : 8 ,基準量 : 16
20240821-21:33:41 - (168)   更新安全基準量 (20064)Alphagan P Oph Sol 0.15% 5ml           安全量 : 18 ,基準量 : 37
20240821-21:33:41 - (169)   更新安全基準量 (12094)Coheal Cap "Standard"                  安全量 : 3739 ,基準量 : 7479
20240821-21:33:41 - (170)   更新安全基準量 (50061)Epclusa FC Tab                         安全量 : 1 ,基準量 : 3
20240821-21:33:41 - (170)   更新安全基準量 (07158)(RARE)Repatha Inj 140mg/ml             安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (171)   更新安全基準量 (21064)Isotretinoin Cap 20mg                  安全量 : 55 ,基準量 : 110
20240821-21:33:41 - (172)   更新安全基準量 (03213)Sporanox Cap 100mg(Itraconazole)       安全量 : 276 ,基準量 : 552
20240821-21:33:41 - (173)   更新安全基準量 (13466)Dexilant Cap 60mg                      安全量 : 452 ,基準量 : 904
20240821-21:33:41 - (174)   更新安全基準量 (13109)Famo Tab 20mg(Famotidine)              安全量 : 2729 ,基準量 : 5459
20240821-21:33:41 - (175)   更新安全基準量 (13421)Pantoloc Tab 40mg(Pantoprazole)        安全量 : 470 ,基準量 : 940
20240821-21:33:41 - (176)   更新安全基準量 (05240)250 Seretide Evohaler 120dose          安全量 : 5 ,基準量 : 11
20240821-21:33:41 - (177)   更新安全基準量 (06296)150mg Pradaxa Cap(Dabigatran)          安全量 : 100 ,基準量 : 200
20240821-21:33:41 - (178)   更新安全基準量 (05327)0.4mg TAMLOSIN PR Tab                  安全量 : 749 ,基準量 : 1499
20240821-21:33:41 - (179)   更新安全基準量 (12060)ActEin granules 66.67mg/gm*3gm         安全量 : 2331 ,基準量 : 4663
20240821-21:33:41 - (180)   更新安全基準量 (16352)ACTOSMET Tab 15/850 mg                 安全量 : 602 ,基準量 : 1205
20240821-21:33:41 - (181)   更新安全基準量 (50079)Cefemax Inj 2gm(Cefepime)              安全量 : 13 ,基準量 : 27
20240821-21:33:41 - (182)   更新安全基準量 (05234)Symbicort Turbuhaler 120dose           安全量 : 4 ,基準量 : 8
20240821-21:33:41 - (183)   更新安全基準量 (21369)Analide Cap 0.5mg(Anagrelide)          安全量 : 28 ,基準量 : 56
20240821-21:33:41 - (184)   更新安全基準量 (02022)Allegra Tab 60mg(Fexofenadine)         安全量 : 2264 ,基準量 : 4529
20240821-21:33:41 - (185)   更新安全基準量 (05028)Aricept Evess OD Tab 10mg              安全量 : 97 ,基準量 : 195
20240821-21:33:41 - (186)   更新安全基準量 (13019)Algitab Chewable Tab                   安全量 : 1275 ,基準量 : 2551
20240821-21:33:41 - (187)   更新安全基準量 (31110)"ZM" Calcium Gluconated Tab            安全量 : 1683 ,基準量 : 3367
20240821-21:33:41 - (188)   更新安全基準量 (07084)(5/20mg) Caduet Tab 5mg/20mg           安全量 : 349 ,基準量 : 699
20240821-21:33:41 - (189)   更新安全基準量 (03402)AMPOLin Inj 500mg(Ampicillin)          安全量 : 128 ,基準量 : 256
20240821-21:33:41 - (190)   更新安全基準量 (50037)Taigexyn Cap 250mg(Nemonoxacin)        安全量 : 22 ,基準量 : 44
20240821-21:33:41 - (191)   更新安全基準量 (21018)250mg MaDopar Tab                      安全量 : 552 ,基準量 : 1104
20240821-21:33:41 - (192)   更新安全基準量 (13030)Kremezin Tab 500mg 4#/PKG              安全量 : 19 ,基準量 : 38
20240821-21:33:41 - (193)   更新安全基準量 (21194)Stronger Neo-Minophagen C Inj          安全量 : 16 ,基準量 : 32
20240821-21:33:41 - (194)   更新安全基準量 (13325)Dioctahedral Smectite Powder 3gm       安全量 : 557 ,基準量 : 1114
20240821-21:33:41 - (195)   更新安全基準量 (13415)Takepron OD Tab 30mg                   安全量 : 351 ,基準量 : 703
20240821-21:33:41 - (196)   更新安全基準量 (03356)Sintum Inj (ceftazidime) 2gm           安全量 : 31 ,基準量 : 63
20240821-21:33:41 - (197)   更新安全基準量 (09001)Depyretin Tab 500mg                    安全量 : 7030 ,基準量 : 14060
20240821-21:33:41 - (198)   更新安全基準量 (08762)Qting Susp 120ml(Quetiapine)           安全量 : 7 ,基準量 : 15
20240821-21:33:41 - (199)   更新安全基準量 (21132)Myfortic Tab 180mg                     安全量 : 73 ,基準量 : 147
20240821-21:33:41 - (200)   更新安全基準量 (16360)Janumet Tab 50/850 mg                  安全量 : 350 ,基準量 : 700
20240821-21:33:41 - (201)   更新安全基準量 (16706)7mg Rybelsus Tab 30's/box              安全量 : 19 ,基準量 : 39
20240821-21:33:41 - (202)   更新安全基準量 (03444)Bicillin L-A syringe 2.4MU/4ml         安全量 : 2 ,基準量 : 5
20240821-21:33:41 - (203)   更新安全基準量 (20608)Artelac Eye Drop 0.32% 10ml            安全量 : 30 ,基準量 : 60
20240821-21:33:41 - (204)   更新安全基準量 (50062)Odefsey FC Tab                         安全量 : 6 ,基準量 : 12
20240821-21:33:41 - (205)   更新安全基準量 (08249)OxyContin CR Tab 20mg(Oxycodone)       安全量 : 34 ,基準量 : 68
20240821-21:33:41 - (206)   更新安全基準量 (50042)Envir FC Tab 0.5mg(Entecavir)          安全量 : 112 ,基準量 : 224
20240821-21:33:41 - (207)   更新安全基準量 (07066)EXFORGE HCT Tab 10/160/25mg            安全量 : 341 ,基準量 : 682
20240821-21:33:41 - (208)   更新安全基準量 (07169)10/20mg Cretrol Tab                    安全量 : 265 ,基準量 : 530
20240821-21:33:41 - (209)   更新安全基準量 (16378)25mg Jardiance Tab                     安全量 : 119 ,基準量 : 238
20240821-21:33:41 - (210)   更新安全基準量 (18318)RotaTeq Oral Vaccine 2ml               安全量 : 1 ,基準量 : 3
20240821-21:33:41 - (211)   更新安全基準量 (08731)40mg Latuda Tab                        安全量 : 76 ,基準量 : 153
20240821-21:33:41 - (212)   更新安全基準量 (16343)Levemir FlexPen 300u/3ml               安全量 : 7 ,基準量 : 15
20240821-21:33:41 - (212)   更新安全基準量 (08739)525mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240821-21:33:41 - (213)   更新安全基準量 (16366)Galvus MET Tab 50/850                  安全量 : 370 ,基準量 : 741
20240821-21:33:41 - (214)   更新安全基準量 (11038)Const-K ER Tab 750mg(K+ 10mEq)         安全量 : 314 ,基準量 : 628
20240821-21:33:41 - (215)   更新安全基準量 (21069)100mg Sildenafil Tab(Viagra)           安全量 : 8 ,基準量 : 16
20240821-21:33:41 - (216)   更新安全基準量 (16004)Solu-Cortef Inj 100mg                  安全量 : 71 ,基準量 : 142
20240821-21:33:41 - (217)   更新安全基準量 (21338)Montelukast Sandoz Tab 10mg            安全量 : 517 ,基準量 : 1035
20240821-21:33:41 - (218)   更新安全基準量 (20065)Cosopt Oph Sol 5ml                     安全量 : 10 ,基準量 : 21
20240821-21:33:41 - (219)   更新安全基準量 (03312)Tatumcef Inj 2gm(Ceftazidime)          安全量 : 31 ,基準量 : 63
20240821-21:33:41 - (220)   更新安全基準量 (21036)25mg Neoral Sandimmun Soft Cap         安全量 : 80 ,基準量 : 161
20240821-21:33:41 - (221)   更新安全基準量 (07061)Multaq Tab 400mg(Dronedarone)          安全量 : 62 ,基準量 : 124
20240821-21:33:41 - (222)   更新安全基準量 (18247)Boostrix Vaccine 0.5ml                 安全量 : 2 ,基準量 : 5
20240821-21:33:41 - (223)   更新安全基準量 (03447)Curam Inj 1.2g                         安全量 : 74 ,基準量 : 148
20240821-21:33:41 - (224)   更新安全基準量 (08426)Keppra Oral Sol 100mg/ml,300ml         安全量 : 2 ,基準量 : 4
20240821-21:33:41 - (225)   更新安全基準量 (05326)0.2mg Tamlosin D Tab (Tamsulosin       安全量 : 759 ,基準量 : 1519
20240821-21:33:41 - (226)   更新安全基準量 (07024)Rytmonorm Tab 150mg(Propafenone)       安全量 : 453 ,基準量 : 907
20240821-21:33:41 - (227)   更新安全基準量 (03998)SABS Inj 500mg/100ml                   安全量 : 111 ,基準量 : 222
20240821-21:33:41 - (228)   更新安全基準量 (13336)GI Klean Powder                        安全量 : 13 ,基準量 : 27
20240821-21:33:41 - (229)   更新安全基準量 (03947)Valaciclovir Tab 500mg(Valtrex)        安全量 : 61 ,基準量 : 123
20240821-21:33:42 - (230)   更新安全基準量 (03022)Stromectol Tab 3mg(Ivermectin)         安全量 : 13 ,基準量 : 26
20240821-21:33:42 - (231)   更新安全基準量 (20085)Liposic Eye Gel 0.2%(Carbomer)         安全量 : 31 ,基準量 : 62
20240821-21:33:42 - (232)   更新安全基準量 (06258)90mg Ticagrelor Tab (Brilinta)         安全量 : 98 ,基準量 : 196
20240821-21:33:42 - (233)   更新安全基準量 (08206)Morphine HCl Inj 10mg/ml               安全量 : 90 ,基準量 : 180
20240821-21:33:42 - (234)   更新安全基準量 (16511)Glypressin Inj 1mg(Terlipressin)       安全量 : 5 ,基準量 : 10
20240821-21:33:42 - (235)   更新安全基準量 (20150)Momenase Nasal Spray 140dose           安全量 : 27 ,基準量 : 55
20240821-21:33:42 - (236)   更新安全基準量 (16701)Lodiglit Tab 15/850mg                  安全量 : 492 ,基準量 : 984
20240821-21:33:42 - (237)   更新安全基準量 (50078)Cefotin Inj 2gm(Cefoxitin)             安全量 : 30 ,基準量 : 61
20240821-21:33:42 - (238)   更新安全基準量 (07501)Haxasin XL Tab 4mg(Doxazosin)          安全量 : 476 ,基準量 : 953
20240821-21:33:42 - (239)   更新安全基準量 (20416)Enoxolone Gingival Paste 80gm          安全量 : 4 ,基準量 : 9
20240821-21:33:42 - (240)   更新安全基準量 (07079)Cartil Tab 30mg(Diltiazem)             安全量 : 1535 ,基準量 : 3070
20240821-21:33:42 - (241)   更新安全基準量 (03633)Colimycin Inj 66.8mg(2MU)              安全量 : 7 ,基準量 : 15
20240821-21:33:42 - (242)   更新安全基準量 (07263)160mg Diovan Tab(Valsartan)            安全量 : 763 ,基準量 : 1526
20240821-21:33:42 - (243)   更新安全基準量 (20634)Simbrinza Eye Drop 5ml                 安全量 : 9 ,基準量 : 18
20240821-21:33:42 - (244)   更新安全基準量 (11402)Rosis Inj 20mg/2ml(Furosemide)         安全量 : 224 ,基準量 : 449
20240821-21:33:42 - (245)   更新安全基準量 (05318)Tamso SR Cap 0.2mg(Tamsulosin)         安全量 : 702 ,基準量 : 1405
20240821-21:33:42 - (246)   更新安全基準量 (18249)Prevenar 13 Susp Inj 0.5ml             安全量 : 1 ,基準量 : 1
20240821-21:33:42 - (246)   更新安全基準量 (08255)Naldebain ER Inj 150mg/2ml             安全量 : 1 ,基準量 : 1
20240821-21:33:42 - (247)   更新安全基準量 (09071)5% Teiria Gel 40gm                     安全量 : 65 ,基準量 : 131
20240821-21:33:42 - (248)   更新安全基準量 (50088)Cefepime inj 2gm "TBC"                 安全量 : 9 ,基準量 : 18
20240821-21:33:42 - (249)   更新安全基準量 (07292)Edarbi Tab 40mg(Azilsartan)            安全量 : 295 ,基準量 : 590
20240821-21:33:42 - (250)   更新安全基準量 (06409)Syntam Tab 1.2gm(Piracetam)            安全量 : 1707 ,基準量 : 3415
20240821-21:33:42 - (251)   更新安全基準量 (11206)Duphalac Sol 300ml(Lactulose)          安全量 : 38 ,基準量 : 77
20240821-21:33:42 - (252)   更新安全基準量 (20378)Xamiol Gel 30gm                        安全量 : 5 ,基準量 : 10
20240821-21:33:42 - (253)   更新安全基準量 (08388)25mg Utapine Tab(Quetiapine)           安全量 : 646 ,基準量 : 1292
20240821-21:33:42 - (254)   更新安全基準量 (31111)Zelnite Inj 100mg/2ml(Selenite)        安全量 : 6 ,基準量 : 12
20240821-21:33:42 - (255)   更新安全基準量 (07089)Co-Midis Tab 80/5mg                    安全量 : 362 ,基準量 : 724
20240821-21:33:42 - (256)   更新安全基準量 (21363)40mg Febuton Tab(Febuxostat)           安全量 : 712 ,基準量 : 1425
20240821-21:33:42 - (257)   更新安全基準量 (03908)Zovirax Inj 250mg(Acyclovir)           安全量 : 13 ,基準量 : 27
20240821-21:33:42 - (258)   更新安全基準量 (03106)NEOMYCIN Sulfate Oint 0.5% 28gm        安全量 : 138 ,基準量 : 277
20240821-21:33:42 - (259)   更新安全基準量 (08219)Nalbuphine HCl Inj 10mg/ml             安全量 : 73 ,基準量 : 147
20240821-21:33:42 - (259)   更新安全基準量 (08394)100mg Invega Sustenna PR Inj(IM)       安全量 : 1 ,基準量 : 1
20240821-21:33:42 - (260)   更新安全基準量 (07078)Tambocor Tab 100mg(Flecainide)         安全量 : 275 ,基準量 : 551
20240821-21:33:42 - (261)   更新安全基準量 (21216)0.25mg Certican Tab(Everolimus)        安全量 : 29 ,基準量 : 58
20240821-21:33:42 - (262)   更新安全基準量 (20635)0.03% Lumigan PF EyeDrop 30s/box       安全量 : 4 ,基準量 : 9
20240821-21:33:42 - (263)   更新安全基準量 (07344)Plestar Tab 100mg (Cilostazol)         安全量 : 353 ,基準量 : 706
20240821-21:33:42 - (264)   更新安全基準量 (21061)CellCept Cap 250mg                     安全量 : 72 ,基準量 : 144
20240821-21:33:42 - (265)   更新安全基準量 (08233)Fentanyl Patch 50ug/hr"PPCD"           安全量 : 4 ,基準量 : 8
20240821-21:33:42 - (266)   更新安全基準量 (05010)Exelon Cap 1.5mg(Rivastigmine)         安全量 : 82 ,基準量 : 165
20240821-21:33:42 - (267)   更新安全基準量 (07159)20mg Atorcal Tab(Atorvastatin)         安全量 : 485 ,基準量 : 970
20240821-21:33:42 - (268)   更新安全基準量 (18108)Tetanus Toxoid Inj 0.5ml               安全量 : 24 ,基準量 : 48
20240821-21:33:42 - (269)   更新安全基準量 (03657)500mg Melopen Inj(Meropenem)           安全量 : 20 ,基準量 : 41
20240821-21:33:42 - (270)   更新安全基準量 (03617)Targocid Inj 200mg(Teicoplanin)        安全量 : 8 ,基準量 : 16
20240821-21:33:42 - (271)   更新安全基準量 (06244)Trand Cap 250mg(Tranexamic Acid)       安全量 : 1104 ,基準量 : 2209
20240821-21:33:42 - (272)   更新安全基準量 (07252)Biso Tab 5mg(Bisoprolol)               安全量 : 1649 ,基準量 : 3299
20240821-21:33:42 - (272)   更新安全基準量 (16158)Nebido Inj 1000mg/4ml                  安全量 : 1 ,基準量 : 1
20240821-21:33:42 - (273)   更新安全基準量 (05022)Evoxac Cap 30mg(Cevimeline)            安全量 : 150 ,基準量 : 301
20240821-21:33:42 - (274)   更新安全基準量 (06245)10mg Xarelto Tab(Rivaroxaban)          安全量 : 43 ,基準量 : 86
20240821-21:33:42 - (275)   更新安全基準量 (05277)RAPIhaler Symbicort 120dose            安全量 : 2 ,基準量 : 5
20240821-21:33:42 - (276)   更新安全基準量 (03981)Seforce Inj 400mg/200ml "N.K"          安全量 : 5 ,基準量 : 11
20240821-21:33:42 - (277)   更新安全基準量 (30032)Bfluid Inj 1000ml                      安全量 : 7 ,基準量 : 15
20240821-21:33:42 - (278)   更新安全基準量 (21279)Febuton Tab 80mg(Febuxostat)           安全量 : 345 ,基準量 : 691
20240821-21:33:42 - (279)   更新安全基準量 (21152)Proleak Tab 5mg(Finasteride)           安全量 : 362 ,基準量 : 724
20240821-21:33:42 - (280)   更新安全基準量 (07340)N.T.G. Premixed Inj 50mg/250ml         安全量 : 5 ,基準量 : 11
20240821-21:33:42 - (281)   更新安全基準量 (13483)OKmilon Inj 0.25mg(Palonosetron)       安全量 : 4 ,基準量 : 8
20240821-21:33:42 - (282)   更新安全基準量 (20092)0.01% Lumigan Oph Sol 3ml              安全量 : 5 ,基準量 : 10
20240821-21:33:42 - (283)   更新安全基準量 (30028)PPN_Smofkabiven Emulsion 1448ml        安全量 : 4 ,基準量 : 8
20240821-21:33:42 - (284)   更新安全基準量 (13472)Kascoal Tab 40mg                       安全量 : 5610 ,基準量 : 11220
20240821-21:33:42 - (285)   更新安全基準量 (03641)U-VANCO Inj 1gm(Vancomycin)            安全量 : 18 ,基準量 : 37
20240821-21:33:42 - (286)   更新安全基準量 (21348)0.1% Protopic Oint 10gm                安全量 : 5 ,基準量 : 11
20240821-21:33:42 - (287)   更新安全基準量 (06307)Urokinase Inj 60000 IU (IMPORT)        安全量 : 1 ,基準量 : 3
20240821-21:33:42 - (288)   更新安全基準量 (03443)Betamycin Inj 3.375gm                  安全量 : 16 ,基準量 : 33
20240821-21:33:42 - (289)   更新安全基準量 (12111)125mg Thoin S.R.M.C.                   安全量 : 1402 ,基準量 : 2805
20240821-21:33:42 - (290)   更新安全基準量 (07161)Rozinin Tab 20mg(Rosuvastatin)         安全量 : 155 ,基準量 : 311
20240821-21:33:42 - (291)   更新安全基準量 (06407)Syntam Granules 2.4gm(Piracetam)       安全量 : 334 ,基準量 : 668
20240821-21:33:42 - (292)   更新安全基準量 (09204)Bokey EM cap 100mg (Aspirin)           安全量 : 2578 ,基準量 : 5157
20240821-21:33:42 - (293)   更新安全基準量 (03344)Cefadroxil Cap 500mg "TBC"(S.T.)       安全量 : 1128 ,基準量 : 2257
20240821-21:33:42 - (294)   更新安全基準量 (08376)30mg Cymbalta Cap(Duloxetine)          安全量 : 136 ,基準量 : 273
20240821-21:33:42 - (295)   更新安全基準量 (31104)Addaven Inj 10ml                       安全量 : 17 ,基準量 : 34
20240821-21:33:42 - (296)   更新安全基準量 (07096)Holdipine Inj (BAG) 40mg/200ml         安全量 : 4 ,基準量 : 9
20240821-21:33:42 - (297)   更新安全基準量 (07147)Omacor Soft Cap 1000mg                 安全量 : 31 ,基準量 : 63
20240821-21:33:42 - (298)   更新安全基準量 (03352)2gm Cetaxime Inj(Cefotaxime)           安全量 : 9 ,基準量 : 19
20240821-21:33:42 - (299)   更新安全基準量 (12091)Zcough Cap 100mg(Benzonatate)          安全量 : 1069 ,基準量 : 2139
20240821-21:33:42 - (300)   更新安全基準量 (16182)Yasmin Tab (Dro 3mg+Eth 0.03mg)        安全量 : 4 ,基準量 : 9
20240821-21:33:42 - (301)   更新安全基準量 (16371)(FlexPen)NovoMix 30 300u/3ml           安全量 : 7 ,基準量 : 14
20240821-21:33:42 - (302)   更新安全基準量 (11407)Spironolactone Tab 25mg                安全量 : 1115 ,基準量 : 2231
20240821-21:33:42 - (303)   更新安全基準量 (12090)Liq.Brown Mixture 120ml"CENTER"        安全量 : 74 ,基準量 : 148
20240821-21:33:42 - (304)   更新安全基準量 (13208)Antibiophilus Cap 250mg                安全量 : 256 ,基準量 : 512
20240821-21:33:42 - (305)   更新安全基準量 (12045)Cough Mixture Sol 120ml                安全量 : 74 ,基準量 : 148
20240821-21:33:42 - (306)   更新安全基準量 (07268)Micardis Tab 80mg(Telmisartan)         安全量 : 264 ,基準量 : 529
20240821-21:33:42 - (307)   更新安全基準量 (05150)Bevespi Aerosphere INH 120puffs        安全量 : 1 ,基準量 : 3
20240821-21:33:42 - (308)   更新安全基準量 (06255)20mg Xarelto Tab(Rivaroxaban)          安全量 : 34 ,基準量 : 69
20240821-21:33:42 - (309)   更新安全基準量 (09046)Acemet Cap 60mg(Acemetacin)            安全量 : 1062 ,基準量 : 2124
20240821-21:33:42 - (310)   更新安全基準量 (20048)Timoptol XE eye drop 0.5% 2.5ml        安全量 : 16 ,基準量 : 33
20240821-21:33:42 - (311)   更新安全基準量 (13448)Salazine Tab 500mg                     安全量 : 685 ,基準量 : 1370
20240821-21:33:42 - (312)   更新安全基準量 (03915)1gm Lofatin Inj(Cefoxitin)             安全量 : 39 ,基準量 : 79
20240821-21:33:42 - (313)   更新安全基準量 (11412)Glycerol Inj 250ml/Bag "N.K."          安全量 : 27 ,基準量 : 55
20240821-21:33:42 - (314)   更新安全基準量 (16145)Androgel Gel 1% 50mg/5g                安全量 : 14 ,基準量 : 28
20240821-21:33:42 - (315)   更新安全基準量 (11401)Furosemide Tab 40mg(Rosis)             安全量 : 1166 ,基準量 : 2333
